relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.024554	0.0	0.072935	0.0	0.074607	0.02413	0.039716	0.0	0.022183	0.62074	0.033017	0.021957	0.066162	
0.005073	0.003017	0.009424	2.9E-5	0.076622	0.086512	0.001752	8.9E-5	0.065074	0.619204	0.070614	0.011146	0.051445	
0.033591	0.0	0.045538	0.023276	0.091968	2.0E-5	0.043544	0.021633	3.03E-4	0.606626	0.065306	0.041504	0.02669	
0.022566	0.0	0.034393	0.0	0.0082	0.073639	0.0	0.0	0.0	0.680629	0.13667	0.0	0.043901	
0.03627	0.0	0.00161	5.7E-5	0.139627	0.001521	0.06069	4.9E-5	6.0E-6	0.62803	0.051456	0.033658	0.047026	
0.088904	0.0	0.078262	0.0	0.063641	0.0	0.0	0.009819	0.013286	0.567476	0.112616	0.0	0.065997	
0.0195	0.0	0.020995	0.0	0.096707	0.089552	0.020526	0.074853	0.0	0.657111	0.0	0.020757	0.0	
0.035048	3.3E-5	0.069597	0.0	0.157576	0.0	0.041466	0.027042	0.003516	0.597299	0.047301	0.0	0.021123	
0.017615	0.0	0.086968	0.051138	0.128949	4.0E-6	0.004842	0.018603	0.031901	0.558863	0.059767	0.030183	0.011168	
0.041192	6.0E-5	0.027715	0.003244	0.031443	0.092346	0.050376	0.00369	1.0E-5	0.605358	0.064237	0.019481	0.060849	
