time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.01027e-07	8.56146
1	2.01027e-07	4.57411e-07	8.56146
2	4.57411e-07	7.84396e-07	8.56146
3	7.84396e-07	1.20142e-06	8.56147
4	1.20142e-06	1.73329e-06	8.56146
5	1.73329e-06	2.41162e-06	44.9967
6	2.41162e-06	3.27674e-06	604.593
7	3.27674e-06	4.38009e-06	2263.26
8	4.38009e-06	5.78728e-06	2818.2
9	5.78728e-06	7.58197e-06	1623.53
10	7.58197e-06	9.87086e-06	743.455
11	9.87086e-06	1.27901e-05	499.493
12	1.27901e-05	1.65131e-05	674.113
13	1.65131e-05	2.12614e-05	1510.03
14	2.12614e-05	2.73173e-05	3795.63
15	2.73173e-05	3.50407e-05	8177.72
16	3.50407e-05	4.4891e-05	13808
17	4.4891e-05	5.74539e-05	17379.5
18	5.74539e-05	7.34761e-05	16034.7
19	7.34761e-05	9.39105e-05	12495.7
20	9.39105e-05	0.000119972	9952.85
21	0.000119972	0.00015321	8658.64
22	0.00015321	0.000195601	7782.43
23	0.000195601	0.000249665	6769.46
24	0.000249665	0.000318617	5591.17
25	0.000318617	0.000406557	4411.12
26	0.000406557	0.000518713	3279.37
27	0.000518713	0.000661754	2019.83
28	0.000661754	0.000844184	2019.83
29	0.000844184	0.00107685	991.917
30	0.00107685	0.00137359	991.917
31	0.00137359	inf	991.917
