time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.20841e-07	7.79332
1	2.20841e-07	5.02495e-07	7.79332
2	5.02495e-07	8.61709e-07	7.79335
3	8.61709e-07	1.31984e-06	7.79333
4	1.31984e-06	1.90413e-06	18.9096
5	1.90413e-06	2.64932e-06	402.18
6	2.64932e-06	3.59971e-06	1775.32
7	3.59971e-06	4.81181e-06	2288.38
8	4.81181e-06	6.3577e-06	1389.41
9	6.3577e-06	8.32928e-06	686.186
10	8.32928e-06	1.08438e-05	426.296
11	1.08438e-05	1.40507e-05	430.959
12	1.40507e-05	1.81407e-05	754.88
13	1.81407e-05	2.3357e-05	1854.99
14	2.3357e-05	3.00098e-05	4585.64
15	3.00098e-05	3.84945e-05	9388.66
16	3.84945e-05	4.93157e-05	14757.7
17	4.93157e-05	6.31168e-05	16601.6
18	6.31168e-05	8.07183e-05	13850.5
19	8.07183e-05	0.000103167	10468.9
20	0.000103167	0.000131797	8437.34
21	0.000131797	0.000168311	7360.31
22	0.000168311	0.00021488	6522.28
23	0.00021488	0.000274273	5669.28
24	0.000274273	0.000350022	4852.78
25	0.000350022	0.000446629	4097.19
26	0.000446629	0.00056984	3442.24
27	0.00056984	0.000726979	3153.7
28	0.000726979	0.000927391	3153.7
29	0.000927391	0.00118299	96.6091
30	0.00118299	0.00150897	96.6091
31	0.00150897	inf	96.6091
