time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.00737e-07	8.5738
1	2.00737e-07	4.56753e-07	8.5738
2	4.56753e-07	7.83268e-07	8.57379
3	7.83268e-07	1.1997e-06	8.57381
4	1.1997e-06	1.7308e-06	8.57382
5	1.7308e-06	2.40815e-06	33.3782
6	2.40815e-06	3.27203e-06	527.216
7	3.27203e-06	4.37379e-06	2394.01
8	4.37379e-06	5.77895e-06	3668.78
9	5.77895e-06	7.57106e-06	2567.56
10	7.57106e-06	9.85667e-06	1337.27
11	9.85667e-06	1.27717e-05	895.594
12	1.27717e-05	1.64894e-05	1053.17
13	1.64894e-05	2.12308e-05	1971.26
14	2.12308e-05	2.7278e-05	4298.76
15	2.7278e-05	3.49903e-05	8576.54
16	3.49903e-05	4.48265e-05	13953.3
17	4.48265e-05	5.73712e-05	17250
18	5.73712e-05	7.33704e-05	15812.4
19	7.33704e-05	9.37754e-05	12354.4
20	9.37754e-05	0.000119799	9907.25
21	0.000119799	0.00015299	8604.48
22	0.00015299	0.00019532	7646.84
23	0.00019532	0.000249306	6621.93
24	0.000249306	0.000318159	5583.6
25	0.000318159	0.000405972	4643.17
26	0.000405972	0.000517967	3834.88
27	0.000517967	0.000660802	2760.73
28	0.000660802	0.00084297	2760.73
29	0.00084297	0.0010753	430.056
30	0.0010753	0.00137161	430.056
31	0.00137161	inf	430.056
