time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.12419e-07	8.10234
1	2.12419e-07	4.83333e-07	8.10234
2	4.83333e-07	8.2885e-07	8.10228
3	8.2885e-07	1.26951e-06	8.10229
4	1.26951e-06	1.83152e-06	8.10228
5	1.83152e-06	2.54829e-06	100.883
6	2.54829e-06	3.46244e-06	934.333
7	3.46244e-06	4.62833e-06	2622.6
8	4.62833e-06	6.11526e-06	2803.73
9	6.11526e-06	8.01166e-06	1550.09
10	8.01166e-06	1.04303e-05	673.083
11	1.04303e-05	1.35149e-05	389.002
12	1.35149e-05	1.7449e-05	455.338
13	1.7449e-05	2.24664e-05	1011.83
14	2.24664e-05	2.88654e-05	2723.96
15	2.88654e-05	3.70266e-05	6269.14
16	3.70266e-05	4.74352e-05	10804.5
17	4.74352e-05	6.07099e-05	13634.4
18	6.07099e-05	7.76402e-05	13396.7
19	7.76402e-05	9.92327e-05	11634.5
20	9.92327e-05	0.000126771	10050.7
21	0.000126771	0.000161893	9021.62
22	0.000161893	0.000206686	8303.6
23	0.000206686	0.000263815	7523.7
24	0.000263815	0.000336674	6469.99
25	0.000336674	0.000429598	5343.4
26	0.000429598	0.00054811	4371.68
27	0.00054811	0.000699257	3054.54
28	0.000699257	0.000892026	3054.54
29	0.000892026	0.00113788	408.332
30	0.00113788	0.00145143	408.332
31	0.00145143	inf	408.332
