time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.96835e-07	8.74378
1	1.96835e-07	4.47873e-07	8.74378
2	4.47873e-07	7.6804e-07	8.74378
3	7.6804e-07	1.17637e-06	8.74379
4	1.17637e-06	1.69715e-06	8.7438
5	1.69715e-06	2.36133e-06	8.7438
6	2.36133e-06	3.20841e-06	43.3023
7	3.20841e-06	4.28876e-06	415.77
8	4.28876e-06	5.66661e-06	1351.63
9	5.66661e-06	7.42387e-06	1777.81
10	7.42387e-06	9.66504e-06	1328.86
11	9.66504e-06	1.25234e-05	926.923
12	1.25234e-05	1.61688e-05	950.015
13	1.61688e-05	2.08181e-05	1607.37
14	2.08181e-05	2.67477e-05	3538.45
15	2.67477e-05	3.43101e-05	7618.2
16	3.43101e-05	4.3955e-05	13680.8
17	4.3955e-05	5.62559e-05	18169.1
18	5.62559e-05	7.1944e-05	16652.3
19	7.1944e-05	9.19523e-05	12694.6
20	9.19523e-05	0.00011747	10165
21	0.00011747	0.000150015	8972.97
22	0.000150015	0.000191522	8015.79
23	0.000191522	0.000244459	6787.39
24	0.000244459	0.000311974	5524.65
25	0.000311974	0.00039808	4567.3
26	0.00039808	0.000507897	3938.34
27	0.000507897	0.000647955	4512.47
28	0.000647955	0.000826581	4512.47
29	0.000826581	0.0010544	152.044
30	0.0010544	0.00134495	152.044
31	0.00134495	inf	152.044
