time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	2.6245e-08	1.0498e-07	2486439.61228	11.5208	9207.46882582
1	1.0498e-07	2.30275e-07	1167525.35795	61.2531	977611.029054
2	2.30275e-07	3.79816e-07	5406.29205704	105904.0	1621472.10789
3	3.79816e-07	5.58295e-07	67.1758529746	1926460.0	5223.74989278
4	5.58295e-07	7.71313e-07	16.1727529359	1751.52	276.872266764
5	7.71313e-07	1.02555e-06	15.0413	1751.52	12.7038
6	1.02555e-06	1.32899e-06	15.0413	11.5208	12.7038
7	1.32899e-06	1.69115e-06	15.0413	11.5208	12.7038
8	1.69115e-06	2.12338e-06	15.0413	11.5208	12.7038
9	2.12338e-06	2.63927e-06	15.0413	11.5208	12.7038
10	2.63927e-06	3.25498e-06	16.7440944879	11.5208	12.7038
11	3.25498e-06	3.98984e-06	23.8065550064	11.5208	12.7038
12	3.98984e-06	4.8669e-06	118.025567551	11.5208	12.7038
13	4.8669e-06	5.91369e-06	489.772271571	11.5208	16.483570746
14	5.91369e-06	7.16305e-06	1016.01977028	11.5208	25.8210462929
15	7.16305e-06	8.65417e-06	3192.82598749	11.5208	143.331603997
16	8.65417e-06	1.04338e-05	4552.016	11.5208	500.260120142
17	1.04338e-05	1.25579e-05	10726.2481466	11.5208	1038.68637515
18	1.25579e-05	1.5093e-05	12880.5488252	241.124	3138.90534949
19	1.5093e-05	1.81187e-05	21595.7272126	241.124	4180.82265573
20	1.81187e-05	2.17298e-05	24095.3488043	2317.5	8863.71189702
21	2.17298e-05	2.60398e-05	27955.5335806	2317.5	10309.3355935
22	2.60398e-05	3.11838e-05	29283.1873592	9689.44	15521.7643373
23	3.11838e-05	3.73233e-05	26102.6518272	9689.44	17184.5104922
24	3.73233e-05	4.46508e-05	24338.530608	20996.1	19471.9680053
25	4.46508e-05	5.33963e-05	20663.5091952	20996.1	20488.5541122
26	5.33963e-05	6.38341e-05	17535.1	22247.7	19051.3861747
27	6.38341e-05	7.62919e-05	15522.6189473	22247.7	18044.2
28	7.62919e-05	9.11603e-05	12749.9753159	15452.2	16030.5590395
29	9.11603e-05	0.000108906	11678.3097895	15452.2	13729.005032
30	0.000108906	0.000130086	9442.61124758	10818.0	12369.9437764
31	0.000130086	0.000155364	8902.25523024	10818.0	9896.19994509
32	0.000155364	0.000185534	7237.37560118	7671.5	9185.16672159
33	0.000185534	0.000221542	6111.74504441	7671.5	7081.9160108
34	0.000221542	0.000264518	5101.5662801	5571.17	5698.56127219
35	0.000264518	0.000315811	4145.51667446	4488.53	4554.41914396
36	0.000315811	0.000377029	3251.51212532	3625.19	3645.58357342
37	0.000377029	0.000450094	2429.86470164	2986.52	2992.63179472
38	0.000450094	0.000537298	1706.16801865	2572.13	2605.44901591
39	0.000537298	0.000641377	1112.38690573	2413.05	2568.28411502
40	0.000641377	0.000765597	669.217655628	2630.39	3531.40093663
41	0.000765597	0.000913854	5.54197035974e+33	3741.67	19515.3510806
42	0.000913854	0.0010908	1.69039378807e+34	18497.8	27946.297264
43	0.0010908	0.0043632	7.86337871124e+34	3.32749	6720.35923727
