time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	2.76495e-08	1.10598e-07	10565.8925943	10.9359	34478.4242214
1	1.10598e-07	2.42599e-07	471181.071986	15980.8	2022049.09367
2	2.42599e-07	4.00144e-07	947777.199908	851408.0	746906.992339
3	4.00144e-07	5.88175e-07	636706.779648	1186680.0	5820.29213667
4	5.88175e-07	8.12593e-07	13245.360112	228.258	32.0856239911
5	8.12593e-07	1.08044e-06	673.429550501	228.258	11.8474
6	1.08044e-06	1.40012e-06	14.3629	10.9356	11.8474
7	1.40012e-06	1.78165e-06	14.3629	10.9356	11.8474
8	1.78165e-06	2.23703e-06	14.3629	10.9356	11.8474
9	2.23703e-06	2.78052e-06	14.3629	10.9356	11.8474
10	2.78052e-06	3.42918e-06	14.3629	10.9356	11.8474
11	3.42918e-06	4.20337e-06	14.3629	10.9356	11.8474
12	4.20337e-06	5.12738e-06	19.2446901944	10.9356	11.8474
13	5.12738e-06	6.23019e-06	36.7676375684	10.9356	29.1691427447
14	6.23019e-06	7.54641e-06	202.109205984	10.9356	87.0334668341
15	7.54641e-06	9.11733e-06	860.215143558	10.9356	259.509825193
16	9.11733e-06	1.09923e-05	1519.38482179	40.6141	961.859013971
17	1.09923e-05	1.323e-05	4493.54967241	40.6141	1497.48763101
18	1.323e-05	1.59008e-05	5510.76921042	559.051	4104.229945
19	1.59008e-05	1.90884e-05	9447.79597372	559.051	5100.83493032
20	1.90884e-05	2.28928e-05	10636.8962303	3648.95	9714.2426046
21	2.28928e-05	2.74335e-05	14090.135888	3648.95	11255.9892743
22	2.74335e-05	3.28528e-05	15345.9209739	12222.1	15700.5164242
23	3.28528e-05	3.93208e-05	18024.62406	12222.1	17551.7972899
24	3.93208e-05	4.70405e-05	19344.4783847	21926.3	18888.3327165
25	4.70405e-05	5.6254e-05	19389.1467294	21926.3	19725.7
26	5.6254e-05	6.72505e-05	19422.8	20894.0	18012.4650861
27	6.72505e-05	8.03749e-05	18086.8662599	20894.0	16300.6
28	8.03749e-05	9.60391e-05	16455.7960059	14122.0	14553.0953946
29	9.60391e-05	0.000114735	15149.6569032	14122.0	11738.9933704
30	0.000114735	0.000137048	12642.6032785	9315.13	10709.443992
31	0.000137048	0.000163679	11755.6985928	9315.13	8261.26161779
32	0.000163679	0.000195463	9003.51282734	6468.77	7731.54896691
33	0.000195463	0.000233399	7224.99205175	6468.77	6105.71542445
34	0.000233399	0.000278675	5880.54184125	4819.21	5094.75541677
35	0.000278675	0.000332713	4894.44372659	3909.72	4307.84697073
36	0.000332713	0.000397207	4220.48258471	3102.35	3657.54711193
37	0.000397207	0.000474183	3840.93828978	2459.16	3143.60147671
38	0.000474183	0.000566054	3846.90187599	2003.03	2773.71505932
39	0.000566054	0.000675703	4904.79036929	1735.37	2596.02014066
40	0.000675703	0.000806571	23042.7054231	1678.69	2794.63435688
41	0.000806571	0.000962763	33027.4709263	2026.12	5491.39491052
42	0.000962763	0.00114918	28656.5326085	7588.67	7442.08450806
43	0.00114918	0.00459672	5143.00527187	2.83259	1851.50681648
