time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.09456e-07	8.21694
1	2.09456e-07	4.7659e-07	8.21694
2	4.7659e-07	8.17285e-07	8.21706
3	8.17285e-07	1.2518e-06	8.21694
4	1.2518e-06	1.80597e-06	54.5202
5	1.80597e-06	2.51274e-06	763.392
6	2.51274e-06	3.41413e-06	3027.83
7	3.41413e-06	4.56375e-06	4399.45
8	4.56375e-06	6.02994e-06	3053.8
9	6.02994e-06	7.89987e-06	1403.69
10	7.89987e-06	1.02847e-05	656.071
11	1.02847e-05	1.33263e-05	489.657
12	1.33263e-05	1.72055e-05	698.249
13	1.72055e-05	2.21529e-05	1454.8
14	2.21529e-05	2.84627e-05	3146.71
15	2.84627e-05	3.651e-05	6088.72
16	3.651e-05	4.67733e-05	9947.48
17	4.67733e-05	5.98629e-05	13067
18	5.98629e-05	7.65569e-05	13579.4
19	7.65569e-05	9.78481e-05	12106.8
20	9.78481e-05	0.000125002	10488.1
21	0.000125002	0.000159634	9310.98
22	0.000159634	0.000203802	8412.13
23	0.000203802	0.000260134	7592.67
24	0.000260134	0.000331977	6675.11
25	0.000331977	0.000423604	5696.47
26	0.000423604	0.000540462	4910.33
27	0.000540462	0.000689501	4058.51
28	0.000689501	0.00087958	4058.51
29	0.00087958	0.001122	138.265
30	0.001122	0.00143118	138.265
31	0.00143118	inf	138.265
