time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.25355e-07	7.6372
1	2.25355e-07	5.12767e-07	7.6372
2	5.12767e-07	8.79324e-07	7.6372
3	8.79324e-07	1.34682e-06	7.63722
4	1.34682e-06	1.94306e-06	7.63721
5	1.94306e-06	2.70348e-06	107.344
6	2.70348e-06	3.6733e-06	1064.39
7	3.6733e-06	4.91018e-06	2473.69
8	4.91018e-06	6.48766e-06	1755.27
9	6.48766e-06	8.49955e-06	640.229
10	8.49955e-06	1.10654e-05	253.339
11	1.10654e-05	1.43379e-05	209.355
12	1.43379e-05	1.85116e-05	399.937
13	1.85116e-05	2.38345e-05	1172.68
14	2.38345e-05	3.06232e-05	3311.45
15	3.06232e-05	3.92814e-05	7161.34
16	3.92814e-05	5.03238e-05	11475.4
17	5.03238e-05	6.4407e-05	13785.2
18	6.4407e-05	8.23683e-05	12869.2
19	8.23683e-05	0.000105276	10695.7
20	0.000105276	0.000134491	9035.87
21	0.000134491	0.000171752	8011.9
22	0.000171752	0.000219273	7229.78
23	0.000219273	0.00027988	6393.9
24	0.00027988	0.000357177	5394.93
25	0.000357177	0.000455759	4386.07
26	0.000455759	0.000581488	3538.33
27	0.000581488	0.00074184	2889.16
28	0.00074184	0.000946348	2889.16
29	0.000946348	0.00120717	118.937
30	0.00120717	0.00153982	118.937
31	0.00153982	inf	118.937
