time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	2.681125e-08	1.07245e-07	1614.31141309	11.2776	1101517.4624
1	1.07245e-07	2.35244e-07	160242.993139	11.2775	1971429.10636
2	2.35244e-07	3.88012e-07	1190505.64536	17557.8	47656.3837727
3	3.88012e-07	5.70343e-07	732856.949311	2002840.0	13.6052899911
4	5.70343e-07	7.87957e-07	124099.429586	32970.5	13.6052099602
5	7.87957e-07	1.04768e-06	15029.7072761	32970.5	13.6052
6	1.04768e-06	1.35767e-06	387.398465945	11.2775	13.6052
7	1.35767e-06	1.72764e-06	21.1881984325	11.2775	13.6052
8	1.72764e-06	2.1692e-06	16.43	11.2775	13.6052
9	2.1692e-06	2.69622e-06	16.43	11.2775	13.6052
10	2.69622e-06	3.32522e-06	16.43	11.2775	13.6052
11	3.32522e-06	4.07594e-06	16.43	11.2775	13.6052
12	4.07594e-06	4.97193e-06	16.43	11.2775	15.3928656469
13	4.97193e-06	6.0413e-06	18.0890897614	11.2775	67.7402625126
14	6.0413e-06	7.31762e-06	111.556524096	11.2775	114.239894094
15	7.31762e-06	8.84092e-06	182.502036982	11.2775	1045.71162584
16	8.84092e-06	1.0659e-05	1805.65709215	11.2775	1609.45980217
17	1.0659e-05	1.28289e-05	3003.99	11.2775	4430.16590798
18	1.28289e-05	1.54187e-05	6423.00971268	74.2418	6608.31
19	1.54187e-05	1.85097e-05	9864.57	74.2418	9403.75794488
20	1.85097e-05	2.21988e-05	12227.2501634	1343.8	12545.5595564
21	2.21988e-05	2.66017e-05	15664.0646839	1343.8	14005.5929214
22	2.66017e-05	3.18568e-05	17279.4525316	6850.6	16432.1780117
23	3.18568e-05	3.81287e-05	20614.2203543	6850.6	16981.1828506
24	3.81287e-05	4.56143e-05	21569.2005562	15291.3	18209.369834
25	4.56143e-05	5.45485e-05	24136.1937096	15291.3	18085.5161061
26	5.45485e-05	6.52116e-05	24191.4032039	19501.4	17323.3284018
27	6.52116e-05	7.79382e-05	23299.5094829	19501.4	16862.9345699
28	7.79382e-05	9.31275e-05	22690.2823549	17557.8	14600.7673559
29	9.31275e-05	0.000111256	18780.0977198	17557.8	13944.4802044
30	0.000111256	0.000132893	17552.678852	14099.8	11790.3641556
31	0.000132893	0.000158716	14434.2772931	14099.8	11035.8876648
32	0.000158716	0.000189537	11398.7811395	10079.2	9744.34625784
33	0.000189537	0.000226323	9008.82789131	10079.2	8314.39465564
34	0.000226323	0.000270226	6971.30992618	7119.11	7118.12619077
35	0.000270226	0.000322626	5447.88388492	5542.89	5996.29149349
36	0.000322626	0.000385165	4462.08243821	4275.99	5048.21205896
37	0.000385165	0.000459807	4002.46893564	3347.03	4346.3812284
38	0.000459807	0.000548892	4278.71620204	2715.36	3955.40206781
39	0.000548892	0.000655217	12898.0185874	2339.62	4054.64406751
40	0.000655217	0.000782118	34282.2274533	2292.59	5619.0380185
41	0.000782118	0.000933575	32002.6514756	2936.53	4.48752818315e+79
42	0.000933575	0.00111434	26925.5962733	7385.03	2.87196267317e+80
43	0.00111434	0.00445736	4065.39091738	3.37439e+70	1.86727542894e+81
