time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.05732e-07	8.36566
1	2.05732e-07	4.68116e-07	8.36566
2	4.68116e-07	8.02755e-07	8.36567
3	8.02755e-07	1.22954e-06	8.36567
4	1.22954e-06	1.77386e-06	8.36569
5	1.77386e-06	2.46806e-06	43.36
6	2.46806e-06	3.35343e-06	615.914
7	3.35343e-06	4.48261e-06	2323.01
8	4.48261e-06	5.92273e-06	2695.61
9	5.92273e-06	7.75943e-06	1388.01
10	7.75943e-06	1.01019e-05	618.038
11	1.01019e-05	1.30894e-05	479.783
12	1.30894e-05	1.68996e-05	796.867
13	1.68996e-05	2.17591e-05	1967.87
14	2.17591e-05	2.79566e-05	4616.93
15	2.79566e-05	3.58609e-05	8469.44
16	3.58609e-05	4.59417e-05	12229.4
17	4.59417e-05	5.87986e-05	14318.1
18	5.87986e-05	7.51959e-05	13977.4
19	7.51959e-05	9.61085e-05	12056.1
20	9.61085e-05	0.00012278	10067.4
21	0.00012278	0.000156796	8643.52
22	0.000156796	0.000200179	7653.87
23	0.000200179	0.000255509	6678.79
24	0.000255509	0.000326075	5376.72
25	0.000326075	0.000416073	3951.65
26	0.000416073	0.000530854	2780.06
27	0.000530854	0.000677242	1857.52
28	0.000677242	0.000863942	1857.52
29	0.000863942	0.00110205	3042.08
30	0.00110205	0.00140574	3042.08
31	0.00140574	inf	3042.08
