time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.08689e-07	8.2471
1	2.08689e-07	4.74846e-07	8.2471
2	4.74846e-07	8.14296e-07	8.2471
3	8.14296e-07	1.24722e-06	8.24712
4	1.24722e-06	1.79936e-06	8.24743
5	1.79936e-06	2.50355e-06	36.9748
6	2.50355e-06	3.40164e-06	334.219
7	3.40164e-06	4.54705e-06	1053.88
8	4.54705e-06	6.00788e-06	1505.93
9	6.00788e-06	7.87098e-06	1317.4
10	7.87098e-06	1.02471e-05	969.478
11	1.02471e-05	1.32776e-05	815.63
12	1.32776e-05	1.71426e-05	990.988
13	1.71426e-05	2.20719e-05	1777.38
14	2.20719e-05	2.83586e-05	3866.47
15	2.83586e-05	3.63764e-05	8127.13
16	3.63764e-05	4.66022e-05	14124.7
17	4.66022e-05	5.96439e-05	17628.5
18	5.96439e-05	7.62769e-05	15018.4
19	7.62769e-05	9.74902e-05	11153.3
20	9.74902e-05	0.000124545	9186.48
21	0.000124545	0.00015905	8427.18
22	0.00015905	0.000203057	7682.03
23	0.000203057	0.000259182	6525.39
24	0.000259182	0.000330763	5339.53
25	0.000330763	0.000422054	4348.78
26	0.000422054	0.000538485	3463.87
27	0.000538485	0.000686979	2305.96
28	0.000686979	0.000876363	2305.96
29	0.000876363	0.0011179	592.564
30	0.0011179	0.00142595	592.564
31	0.00142595	inf	592.564
