time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.1363e-07	8.05636
1	2.1363e-07	4.86088e-07	8.05636
2	4.86088e-07	8.33574e-07	8.05647
3	8.33574e-07	1.27675e-06	8.05637
4	1.27675e-06	1.84196e-06	8.05639
5	1.84196e-06	2.56282e-06	8.05637
6	2.56282e-06	3.48218e-06	156.073
7	3.48218e-06	4.65471e-06	1182.59
8	4.65471e-06	6.15012e-06	3840.82
9	6.15012e-06	8.05732e-06	5189.6
10	8.05732e-06	1.04897e-05	2967.91
11	1.04897e-05	1.35919e-05	1018.3
12	1.35919e-05	1.75484e-05	439.543
13	1.75484e-05	2.25944e-05	432.663
14	2.25944e-05	2.90299e-05	887.673
15	2.90299e-05	3.72376e-05	2265.58
16	3.72376e-05	4.77055e-05	4896.78
17	4.77055e-05	6.1056e-05	8372.04
18	6.1056e-05	7.80828e-05	12111.6
19	7.80828e-05	9.97983e-05	14894.9
20	9.97983e-05	0.000127494	14625.1
21	0.000127494	0.000162816	11700.9
22	0.000162816	0.000207864	7904.44
23	0.000207864	0.000265318	7904.44
24	0.000265318	0.000338593	7904.44
25	0.000338593	0.000432047	7904.44
26	0.000432047	0.000551234	7904.44
27	0.000551234	0.000703243	5473.53
28	0.000703243	0.000897111	5473.53
29	0.000897111	0.00114436	5473.53
30	0.00114436	0.00145971	5473.53
31	0.00145971	inf	5473.53
