time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.31333e-07	7.43983
1	2.31333e-07	5.2637e-07	7.43983
2	5.2637e-07	9.02651e-07	7.43987
3	9.02651e-07	1.38255e-06	13.6011
4	1.38255e-06	1.9946e-06	389.277
5	1.9946e-06	2.77519e-06	2128.5
6	2.77519e-06	3.77074e-06	3451.9
7	3.77074e-06	5.04044e-06	2387.32
8	5.04044e-06	6.65977e-06	1062.66
9	6.65977e-06	8.72503e-06	488.167
10	8.72503e-06	1.1359e-05	355.127
11	1.1359e-05	1.47183e-05	485.772
12	1.47183e-05	1.90026e-05	1055.76
13	1.90026e-05	2.44668e-05	2680.44
14	2.44668e-05	3.14356e-05	6275.48
15	3.14356e-05	4.03235e-05	11803.1
16	4.03235e-05	5.16588e-05	16301.4
17	5.16588e-05	6.61156e-05	15743.6
18	6.61156e-05	8.45534e-05	11968.8
19	8.45534e-05	0.000108068	8940.05
20	0.000108068	0.000138059	7382.24
21	0.000138059	0.000176308	6583.25
22	0.000176308	0.00022509	5910.85
23	0.00022509	0.000287305	5177.33
24	0.000287305	0.000366652	4414.98
25	0.000366652	0.00046785	3635.59
26	0.00046785	0.000596914	2979.54
27	0.000596914	0.00076152	2768.01
28	0.00076152	0.000971453	2768.01
29	0.000971453	0.0012392	21.9168
30	0.0012392	0.00158067	21.9168
31	0.00158067	inf	21.9168
