time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.14697e-07	8.01635
1	2.14697e-07	4.88515e-07	8.01635
2	4.88515e-07	8.37736e-07	8.01633
3	8.37736e-07	1.28312e-06	8.01634
4	1.28312e-06	1.85116e-06	8.01638
5	1.85116e-06	2.57561e-06	17.9358
6	2.57561e-06	3.49957e-06	320.211
7	3.49957e-06	4.67795e-06	1192.89
8	4.67795e-06	6.18083e-06	1430.85
9	6.18083e-06	8.09756e-06	974.225
10	8.09756e-06	1.05421e-05	651.436
11	1.05421e-05	1.36598e-05	631.968
12	1.36598e-05	1.76361e-05	998.445
13	1.76361e-05	2.27072e-05	2154.63
14	2.27072e-05	2.91749e-05	4852.29
15	2.91749e-05	3.74236e-05	9607.78
16	3.74236e-05	4.79437e-05	15261
17	4.79437e-05	6.13608e-05	17518.7
18	6.13608e-05	7.84727e-05	14462.1
19	7.84727e-05	0.000100297	10776.7
20	0.000100297	0.00012813	8712.18
21	0.00012813	0.000163629	7631.61
22	0.000163629	0.000208902	6666.05
23	0.000208902	0.000266643	5579.62
24	0.000266643	0.000340284	4562.55
25	0.000340284	0.000434204	3744.82
26	0.000434204	0.000553987	3203.3
27	0.000553987	0.000706754	3846.7
28	0.000706754	0.00090159	3846.7
29	0.00090159	0.00115008	80.2362
30	0.00115008	0.00146699	80.2362
31	0.00146699	inf	80.2362
