time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.02554e-07	8.49692
1	2.02554e-07	4.60885e-07	8.49692
2	4.60885e-07	7.90354e-07	8.49692
3	7.90354e-07	1.21055e-06	8.49693
4	1.21055e-06	1.74646e-06	8.49695
5	1.74646e-06	2.42994e-06	79.0159
6	2.42994e-06	3.30163e-06	807.23
7	3.30163e-06	4.41336e-06	2334.46
8	4.41336e-06	5.83124e-06	2454.53
9	5.83124e-06	7.63956e-06	1410.73
10	7.63956e-06	9.94584e-06	761.931
11	9.94584e-06	1.28872e-05	625.066
12	1.28872e-05	1.66386e-05	914.456
13	1.66386e-05	2.14229e-05	1950.78
14	2.14229e-05	2.75248e-05	4447.38
15	2.75248e-05	3.53069e-05	8885.92
16	3.53069e-05	4.5232e-05	14271.6
17	4.5232e-05	5.78903e-05	17329.1
18	5.78903e-05	7.40342e-05	15642
19	7.40342e-05	9.46238e-05	12166.1
20	9.46238e-05	0.000120883	9783.84
21	0.000120883	0.000154374	8503.7
22	0.000154374	0.000197087	7518.46
23	0.000197087	0.000251562	6459.74
24	0.000251562	0.000321038	5402.43
25	0.000321038	0.000409645	4450.96
26	0.000409645	0.000522653	3630.19
27	0.000522653	0.00066678	2493.57
28	0.00066678	0.000850596	2493.57
29	0.000850596	0.00108503	575.427
30	0.00108503	0.00138402	575.427
31	0.00138402	inf	575.427
