time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	2.959425e-08	1.18377e-07	1965972.87989	10.2174	797424.818268
1	1.18377e-07	2.59662e-07	1137452.68852	41.4245	1971021.75543
2	2.59662e-07	4.28288e-07	6334.0712924	99692.8	12950.1955674
3	4.28288e-07	6.29545e-07	132.856489941	1856970.0	14.2010212302
4	6.29545e-07	8.69747e-07	15.0432	393.098	14.2009
5	8.69747e-07	1.15643e-06	15.0432	393.098	14.2009
6	1.15643e-06	1.49859e-06	15.0432	10.217	14.2009
7	1.49859e-06	1.90697e-06	15.0432	10.217	14.2009
8	1.90697e-06	2.39437e-06	15.0432	10.217	14.2009
9	2.39437e-06	2.97609e-06	15.0432	10.217	14.2009
10	2.97609e-06	3.67037e-06	15.0432	10.2169	14.2009
11	3.67037e-06	4.49902e-06	21.6229883933	10.2169	14.2009
12	4.49902e-06	5.48801e-06	217.528991087	10.2169	41.8937811979
13	5.48801e-06	6.66839e-06	357.692388797	10.2169	79.1152408121
14	6.66839e-06	8.07719e-06	1888.23296305	10.2169	498.767327405
15	8.07719e-06	9.7586e-06	2749.01309927	10.2169	1118.28563917
16	9.7586e-06	1.17654e-05	7573.93901212	10.2169	2769.24541523
17	1.17654e-05	1.41605e-05	10538.579536	10.2169	5777.16669836
18	1.41605e-05	1.70191e-05	17228.0841754	160.599	7943.89505873
19	1.70191e-05	2.0431e-05	22652.9	160.599	13004.3781177
20	2.0431e-05	2.4503e-05	25449.6028562	1472.35	14220.7271297
21	2.4503e-05	2.9363e-05	28764.6193117	1472.35	17416.3687636
22	2.9363e-05	3.51635e-05	27175.3449394	6099.74	17885.7683108
23	3.51635e-05	4.20865e-05	24364.6220867	6099.74	18639.3406696
24	4.20865e-05	5.03491e-05	22565.5188692	13836.0	18715.1227937
25	5.03491e-05	6.02107e-05	18048.855288	13836.0	18286.7647699
26	6.02107e-05	7.19806e-05	16876.4039916	18184.3	18076.9272581
27	7.19806e-05	8.60281e-05	13395.8414614	18184.3	16520.9225806
28	8.60281e-05	0.000102794	12540.1499964	15607.2	15845.2586673
29	0.000102794	0.000122804	9884.72361376	15607.2	13884.6680223
30	0.000122804	0.000146687	9172.97914565	11613.0	12633.1
31	0.000146687	0.000175191	7471.50845514	11613.0	11326.2087292
32	0.000175191	0.000209211	5987.96050119	8560.58	9220.37477089
33	0.000209211	0.000249815	4868.16536932	8560.58	7602.93606404
34	0.000249815	0.000298276	3937.06222205	6328.53	6104.06253817
35	0.000298276	0.000356114	3226.73021105	4996.39	4857.66460656
36	0.000356114	0.000425145	2749.52902463	3844.8	3912.66141922
37	0.000425145	0.000507535	2534.30652889	2936.34	3290.61246368
38	0.000507535	0.000605867	2724.30468995	2287.03	3061.18514914
39	0.000605867	0.000723229	4371.09731663	1904.76	3539.91563508
40	0.000723229	0.000863301	1.44929588004e+74	1835.89	8.38257255493e+68
41	0.000863301	0.00103048	7.13421964299e+74	2347.21	9.80268221281e+69
42	0.00103048	0.00123001	1.41453698157e+75	5984.06	2.25071919307e+70
43	0.00123001	0.00492004	4.51217232411e+75	1.06504e+80	8.46232066141e+70
