time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.28581e-07	7.52942
1	2.28581e-07	5.20107e-07	7.52942
2	5.20107e-07	8.91912e-07	7.52942
3	8.91912e-07	1.3661e-06	7.52945
4	1.3661e-06	1.97087e-06	7.52943
5	1.97087e-06	2.74217e-06	164.422
6	2.74217e-06	3.72588e-06	1464.31
7	3.72588e-06	4.98046e-06	3793.57
8	4.98046e-06	6.58053e-06	3487.18
9	6.58053e-06	8.62121e-06	1578.28
10	8.62121e-06	1.12238e-05	576.736
11	1.12238e-05	1.45432e-05	306.477
12	1.45432e-05	1.87766e-05	354.029
13	1.87766e-05	2.41757e-05	779.854
14	2.41757e-05	3.10616e-05	2101.93
15	3.10616e-05	3.98437e-05	4997.88
16	3.98437e-05	5.10442e-05	8995.48
17	5.10442e-05	6.5329e-05	12212.9
18	6.5329e-05	8.35474e-05	13051.4
19	8.35474e-05	0.000106783	11542
20	0.000106783	0.000136416	9456.81
21	0.000136416	0.00017421	8109.55
22	0.00017421	0.000222412	7478.4
23	0.000222412	0.000283886	7006.93
24	0.000283886	0.00036229	6347.35
25	0.00036229	0.000462283	5379.79
26	0.000462283	0.000589812	4189.25
27	0.000589812	0.000752459	2466
28	0.000752459	0.000959895	2466
29	0.000959895	0.00122445	1395.43
30	0.00122445	0.00156186	1395.43
31	0.00156186	inf	1395.43
