time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	2.749025e-08	1.09961e-07	2223.43168818	10.999	1371205.67306
1	1.09961e-07	2.412e-07	201763.128182	19.2164	1751420.86826
2	2.412e-07	3.97836e-07	1293799.53021	85009.8	34517.891374
3	3.97836e-07	5.84783e-07	689690.819038	2118160.0	13.3144
4	5.84783e-07	8.07906e-07	16704.9209254	200.384	13.3144
5	8.07906e-07	1.07421e-06	1734.82005043	200.384	13.3144
6	1.07421e-06	1.39204e-06	16.1525	10.999	13.3144
7	1.39204e-06	1.77138e-06	16.1525	10.999	13.3144
8	1.77138e-06	2.22412e-06	16.1525	10.999	13.3144
9	2.22412e-06	2.76448e-06	16.1525	10.999	13.3144
10	2.76448e-06	3.40941e-06	16.1525	10.999	13.3144
11	3.40941e-06	4.17913e-06	16.1525	10.999	13.3144
12	4.17913e-06	5.09781e-06	16.1525	10.999	16.2562217082
13	5.09781e-06	6.19426e-06	16.7619328738	10.999	93.021528386
14	6.19426e-06	7.50289e-06	38.0428737741	10.999	157.497249733
15	7.50289e-06	9.06475e-06	60.4758507792	10.999	1236.88407251
16	9.06475e-06	1.09289e-05	766.190355035	10.999	1859.98059648
17	1.09289e-05	1.31537e-05	1224.78542837	10.999	4794.18370649
18	1.31537e-05	1.58091e-05	3646.40764758	134.486	6922.77
19	1.58091e-05	1.89783e-05	5717.28	134.486	9759.77213276
20	1.89783e-05	2.27608e-05	8367.42403808	1604.68	12734.1
21	2.27608e-05	2.72752e-05	11676.5311059	1604.68	14225.6935986
22	2.72752e-05	3.26633e-05	14446.8617123	7139.54	16560.8275339
23	3.26633e-05	3.9094e-05	19510.2423837	7139.54	17083.6247298
24	3.9094e-05	4.67692e-05	21129.4808197	15359.6	18209.8035387
25	4.67692e-05	5.59296e-05	25153.5465703	15359.6	18000.8731933
26	5.59296e-05	6.68627e-05	25177.240416	19078.8	17038.8469976
27	6.68627e-05	7.99114e-05	24014.8218967	19078.8	16497.8559029
28	7.99114e-05	9.54852e-05	23302.6630496	16457.7	14006.4729936
29	9.54852e-05	0.000114073	19471.7260692	16457.7	13294.9741505
30	0.000114073	0.000136257	18329.0546507	12595.4	10918.5216886
31	0.000136257	0.000162735	14721.7950802	12595.4	10128.9834453
32	0.000162735	0.000194336	11168.569795	8940.31	8752.29633264
33	0.000194336	0.000232053	8427.21698751	8940.31	7326.41939986
34	0.000232053	0.000277068	6349.32082675	6380.64	6195.38890416
35	0.000277068	0.000330794	4918.50939586	4968.56	5168.53757019
36	0.000330794	0.000394917	4035.76571968	3809.44	4320.79476546
37	0.000394917	0.000471448	3676.66355069	2943.42	3709.47524459
38	0.000471448	0.000562789	4020.08350231	2339.36	3377.0396591
39	0.000562789	0.000671806	10805.3442529	1981.97	3439.93872802
40	0.000671806	0.000801919	24966.3209816	1920.47	4638.70863823
41	0.000801919	0.000957211	22909.8498787	2437.45	1.3902987301e+77
42	0.000957211	0.00114255	19222.1645727	9148.22	8.5269512411e+77
43	0.00114255	0.0045702	2852.73970851	0.191987	5.45076730782e+78
