time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.41628e-07	7.12285
1	2.41628e-07	5.49795e-07	7.12285
2	5.49795e-07	9.42822e-07	7.12287
3	9.42822e-07	1.44408e-06	7.12285
4	1.44408e-06	2.08337e-06	7.12285
5	2.08337e-06	2.8987e-06	8.68508
6	2.8987e-06	3.93855e-06	201.116
7	3.93855e-06	5.26475e-06	1029.19
8	5.26475e-06	6.95615e-06	1621.96
9	6.95615e-06	9.11331e-06	1095.58
10	9.11331e-06	1.18645e-05	505.882
11	1.18645e-05	1.53733e-05	308.448
12	1.53733e-05	1.98483e-05	401.255
13	1.98483e-05	2.55556e-05	955.655
14	2.55556e-05	3.28346e-05	2535.64
15	3.28346e-05	4.2118e-05	5567.44
16	4.2118e-05	5.39578e-05	9519.95
17	5.39578e-05	6.90579e-05	12618.4
18	6.90579e-05	8.83163e-05	12918.5
19	8.83163e-05	0.000112878	10806.2
20	0.000112878	0.000144203	8582.33
21	0.000144203	0.000184154	7241.25
22	0.000184154	0.000235107	6380.46
23	0.000235107	0.000300091	5527.35
24	0.000300091	0.000382969	4624.99
25	0.000382969	0.00048867	3853.88
26	0.00048867	0.000623479	3315.47
27	0.000623479	0.000795409	4828.26
28	0.000795409	0.00101469	4828.26
29	0.00101469	0.00129434	21.8876
30	0.00129434	0.00165101	21.8876
31	0.00165101	inf	21.8876
