time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	2.22311e-08	8.89244e-08	83438.3131089	13.6009	2924.52961582
1	8.89244e-08	1.95057e-07	2084205.73843	2095.34	759608.979397
2	1.95057e-07	3.21727e-07	710164.979358	813080.0	2147190.35094
3	3.21727e-07	4.7291e-07	96449.9065158	1337670.0	32848.2145569
4	4.7291e-07	6.53349e-07	50.002742766	59.7094	2506.1107892
5	6.53349e-07	8.68704e-07	22.5523498374	59.7094	14.7307
6	8.68704e-07	1.12573e-06	20.3961	13.6009	14.7307
7	1.12573e-06	1.4325e-06	20.3961	13.6009	14.7307
8	1.4325e-06	1.79863e-06	20.3961	13.6009	14.7307
9	1.79863e-06	2.23562e-06	20.3961	13.6009	14.7307
10	2.23562e-06	2.75716e-06	20.3961	13.6009	14.7307
11	2.75716e-06	3.37963e-06	20.3961	13.6009	14.7307
12	3.37963e-06	4.12256e-06	20.3961	13.6009	14.7307
13	4.12256e-06	5.00925e-06	25.3047718295	13.6009	15.8003013097
14	5.00925e-06	6.06753e-06	102.716294258	13.6009	19.3929486997
15	6.06753e-06	7.3306e-06	185.511557073	13.6009	98.3351323776
16	7.3306e-06	8.83809e-06	1348.1771482	18.0144	430.070038159
17	8.83809e-06	1.06373e-05	1958.47862683	18.0144	842.928735947
18	1.06373e-05	1.27847e-05	5976.01800649	351.092	3019.15140659
19	1.27847e-05	1.53476e-05	8316.44943453	351.092	4039.78509423
20	1.53476e-05	1.84065e-05	13731.9571142	2571.81	9616.71855904
21	1.84065e-05	2.20573e-05	18145.4	2571.81	11565.1234438
22	2.20573e-05	2.64146e-05	21734.6101873	9041.04	18269.7786252
23	2.64146e-05	3.16151e-05	26188.5032249	9041.04	21101.4308985
24	3.16151e-05	3.78219e-05	27055.4627647	18970.4	24197.9783947
25	3.78219e-05	4.52299e-05	28631.9917138	18970.4	26149.0
26	4.52299e-05	5.40714e-05	27675.2633259	24333.1	24405.077971
27	5.40714e-05	6.46238e-05	24781.4577754	24333.1	22651.6
28	6.46238e-05	7.72183e-05	23549.8587404	20049.8	20166.1411747
29	7.72183e-05	9.22499e-05	19073.2133057	20049.8	16141.9169162
30	9.22499e-05	0.00011019	18030.6949529	13775.1	14614.1369615
31	0.00011019	0.000131603	14982.2964428	13775.1	10957.6753296
32	0.000131603	0.000157158	12720.4656735	9110.31	10168.6182278
33	0.000157158	0.000187659	10908.5206704	9110.31	7728.42888655
34	0.000187659	0.000224063	9234.23355996	6368.37	6095.74450931
35	0.000224063	0.000267511	7787.79550561	4878.43	4758.70341078
36	0.000267511	0.000319366	6677.29535988	3605.05	3676.85497379
37	0.000319366	0.000381257	6022.41077599	2661.02	2886.20686248
38	0.000381257	0.000455124	6105.6472202	2065.76	2393.24467672
39	0.000455124	0.000543285	9788.35092391	1797.54	2223.64606461
40	0.000543285	0.000648507	14699.6595795	1890.7	2551.10830324
41	0.000648507	0.00077409	13033.8420785	2687.91	5025.93753483
42	0.00077409	0.000923975	10856.7461724	8251.37	8.40076805127e+68
43	0.000923975	0.0036959	1551.9423823	3.23217e+62	1.19398746432e+70
