time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.14315e-07	8.03061
1	2.14315e-07	4.87647e-07	8.03061
2	4.87647e-07	8.36248e-07	8.03065
3	8.36248e-07	1.28084e-06	8.03064
4	1.28084e-06	1.84787e-06	8.03061
5	1.84787e-06	2.57104e-06	93.7135
6	2.57104e-06	3.49335e-06	1049.84
7	3.49335e-06	4.66963e-06	3300.86
8	4.66963e-06	6.16984e-06	3537.22
9	6.16984e-06	8.08317e-06	1801.49
10	8.08317e-06	1.05234e-05	731.046
11	1.05234e-05	1.36355e-05	421.891
12	1.36355e-05	1.76047e-05	497.781
13	1.76047e-05	2.26669e-05	1085.2
14	2.26669e-05	2.91231e-05	2842.04
15	2.91231e-05	3.73571e-05	6274.62
16	3.73571e-05	4.78585e-05	10486.2
17	4.78585e-05	6.12518e-05	13313.6
18	6.12518e-05	7.83332e-05	13286.6
19	7.83332e-05	0.000100118	11573.8
20	0.000100118	0.000127903	9987.71
21	0.000127903	0.000163338	8910.79
22	0.000163338	0.000208531	8063.87
23	0.000208531	0.000266169	7172.61
24	0.000266169	0.000339679	6021.17
25	0.000339679	0.000433432	4738.65
26	0.000433432	0.000553002	3577.87
27	0.000553002	0.000705498	2211
28	0.000705498	0.000899988	2211
29	0.000899988	0.00114803	2048.7
30	0.00114803	0.00146439	2048.7
31	0.00146439	inf	2048.7
