time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.89353e-07	9.08931
1	1.89353e-07	4.30848e-07	9.08931
2	4.30848e-07	7.38844e-07	9.08929
3	7.38844e-07	1.13165e-06	9.08932
4	1.13165e-06	1.63263e-06	9.08935
5	1.63263e-06	2.27157e-06	19.3981
6	2.27157e-06	3.08645e-06	282.962
7	3.08645e-06	4.12573e-06	1424.67
8	4.12573e-06	5.4512e-06	2805.12
9	5.4512e-06	7.14167e-06	2642.25
10	7.14167e-06	9.29764e-06	1671.53
11	9.29764e-06	1.20473e-05	1128.38
12	1.20473e-05	1.55542e-05	1207.68
13	1.55542e-05	2.00267e-05	2135.57
14	2.00267e-05	2.57309e-05	4647.9
15	2.57309e-05	3.30059e-05	9356.57
16	3.30059e-05	4.22841e-05	15301.2
17	4.22841e-05	5.41174e-05	18948.4
18	5.41174e-05	6.92092e-05	17367.7
19	6.92092e-05	8.8457e-05	13464.4
20	8.8457e-05	0.000113005	10565.4
21	0.000113005	0.000144313	9005.76
22	0.000144313	0.000184242	7942.04
23	0.000184242	0.000235167	6786.93
24	0.000235167	0.000300115	5600.17
25	0.000300115	0.000382948	4523.15
26	0.000382948	0.00048859	3608.44
27	0.00048859	0.000623324	2477.33
28	0.000623324	0.000795161	2477.33
29	0.000795161	0.00101432	485.197
30	0.00101432	0.00129382	485.197
31	0.00129382	inf	485.197
