time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.11571e-07	8.13482
1	2.11571e-07	4.81403e-07	8.13482
2	4.81403e-07	8.25539e-07	8.1348
3	8.25539e-07	1.26444e-06	8.13481
4	1.26444e-06	1.82421e-06	8.13477
5	1.82421e-06	2.53811e-06	151.296
6	2.53811e-06	3.44861e-06	1268.15
7	3.44861e-06	4.60984e-06	3387.9
8	4.60984e-06	6.09084e-06	3545.24
9	6.09084e-06	7.97966e-06	1949.75
10	7.97966e-06	1.03886e-05	873.206
11	1.03886e-05	1.34609e-05	543.088
12	1.34609e-05	1.73793e-05	668.022
13	1.73793e-05	2.23766e-05	1446.81
14	2.23766e-05	2.87501e-05	3699.23
15	2.87501e-05	3.68787e-05	8321.07
16	3.68787e-05	4.72457e-05	14432.8
17	4.72457e-05	6.04675e-05	17447.6
18	6.04675e-05	7.73302e-05	14739.9
19	7.73302e-05	9.88364e-05	10987.3
20	9.88364e-05	0.000126265	8901.1
21	0.000126265	0.000161246	7909.8
22	0.000161246	0.000205861	7072.31
23	0.000205861	0.000262761	6052.78
24	0.000262761	0.00033533	5019.02
25	0.00033533	0.000427882	3969.54
26	0.000427882	0.000545921	2944.14
27	0.000545921	0.000696464	1860.87
28	0.000696464	0.000888464	1860.87
29	0.000888464	0.00113333	1958.22
30	0.00113333	0.00144564	1958.22
31	0.00144564	inf	1958.22
