time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.26095e-07	7.61226
1	2.26095e-07	5.1445e-07	7.61226
2	5.1445e-07	8.82211e-07	7.61224
3	8.82211e-07	1.35124e-06	7.61232
4	1.35124e-06	1.94943e-06	27.9233
5	1.94943e-06	2.71235e-06	511.242
6	2.71235e-06	3.68535e-06	2064.89
7	3.68535e-06	4.92629e-06	2579.62
8	4.92629e-06	6.50896e-06	1593.47
9	6.50896e-06	8.52745e-06	862.528
10	8.52745e-06	1.11018e-05	661.287
11	1.11018e-05	1.4385e-05	847.02
12	1.4385e-05	1.85723e-05	1555.56
13	1.85723e-05	2.39127e-05	3251.61
14	2.39127e-05	3.07238e-05	6601.53
15	3.07238e-05	3.94104e-05	11706.1
16	3.94104e-05	5.0489e-05	16427.7
17	5.0489e-05	6.46184e-05	16459.4
18	6.46184e-05	8.26387e-05	12651.1
19	8.26387e-05	0.000105621	9453.47
20	0.000105621	0.000134933	7745.06
21	0.000134933	0.000172315	6742.62
22	0.000172315	0.000219993	5880.89
23	0.000219993	0.000280799	5036.51
24	0.000280799	0.000358349	4249.94
25	0.000358349	0.000457255	3540.31
26	0.000457255	0.000583397	2963.95
27	0.000583397	0.000744275	2918.85
28	0.000744275	0.000949454	2918.85
29	0.000949454	0.00121113	34.7942
30	0.00121113	0.00154487	34.7942
31	0.00154487	inf	34.7942
