time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.07743e-07	8.28465
1	2.07743e-07	4.72694e-07	8.28465
2	4.72694e-07	8.10604e-07	8.28466
3	8.10604e-07	1.24157e-06	8.28466
4	1.24157e-06	1.7912e-06	8.28466
5	1.7912e-06	2.4922e-06	10.3227
6	2.4922e-06	3.38622e-06	245.815
7	3.38622e-06	4.52644e-06	1551.68
8	4.52644e-06	5.98065e-06	2864.54
9	5.98065e-06	7.8353e-06	1963.51
10	7.8353e-06	1.02007e-05	889.506
11	1.02007e-05	1.32174e-05	566.338
12	1.32174e-05	1.70649e-05	755.256
13	1.70649e-05	2.19718e-05	1695.83
14	2.19718e-05	2.823e-05	4166.96
15	2.823e-05	3.62115e-05	8768.81
16	3.62115e-05	4.6391e-05	14505
17	4.6391e-05	5.93735e-05	17429.1
18	5.93735e-05	7.59312e-05	15132.1
19	7.59312e-05	9.70483e-05	11499.5
20	9.70483e-05	0.000123981	9354.63
21	0.000123981	0.000158329	8346.52
22	0.000158329	0.000202137	7480.74
23	0.000202137	0.000258007	6241.41
24	0.000258007	0.000329263	4839.98
25	0.000329263	0.000420141	3581.26
26	0.000420141	0.000536045	2558.85
27	0.000536045	0.000683865	1545.2
28	0.000683865	0.00087239	1545.2
29	0.00087239	0.00111283	1826.06
30	0.00111283	0.00141948	1826.06
31	0.00141948	inf	1826.06
