time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.1504e-07	8.00357
1	2.1504e-07	4.89295e-07	8.00357
2	4.89295e-07	8.39074e-07	8.00356
3	8.39074e-07	1.28517e-06	8.00356
4	1.28517e-06	1.85411e-06	8.00356
5	1.85411e-06	2.57973e-06	39.6833
6	2.57973e-06	3.50515e-06	540.493
7	3.50515e-06	4.68542e-06	2678.22
8	4.68542e-06	6.19069e-06	5379.03
9	6.19069e-06	8.11049e-06	4834.4
10	8.11049e-06	1.05589e-05	2288.86
11	1.05589e-05	1.36816e-05	837.999
12	1.36816e-05	1.76642e-05	428.713
13	1.76642e-05	2.27435e-05	456.098
14	2.27435e-05	2.92215e-05	900.895
15	2.92215e-05	3.74833e-05	2212.94
16	3.74833e-05	4.80203e-05	4895
17	4.80203e-05	6.14588e-05	8796.18
18	6.14588e-05	7.8598e-05	12824.5
19	7.8598e-05	0.000100457	14745.9
20	0.000100457	0.000128335	13570.6
21	0.000128335	0.00016389	11164.4
22	0.00016389	0.000209236	7877.86
23	0.000209236	0.000267069	7877.86
24	0.000267069	0.000340827	7877.86
25	0.000340827	0.000434897	7877.86
26	0.000434897	0.000554871	7877.86
27	0.000554871	0.000707883	2433.12
28	0.000707883	0.00090303	2433.12
29	0.00090303	0.00115191	2433.12
30	0.00115191	0.00146934	2433.12
31	0.00146934	inf	2433.12
