time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.10973e-07	8.15784
1	2.10973e-07	4.80042e-07	8.15784
2	4.80042e-07	8.23206e-07	8.15787
3	8.23206e-07	1.26087e-06	8.15788
4	1.26087e-06	1.81905e-06	85.5633
5	1.81905e-06	2.53094e-06	935.145
6	2.53094e-06	3.43886e-06	2916.12
7	3.43886e-06	4.59681e-06	3462.52
8	4.59681e-06	6.07362e-06	2102.75
9	6.07362e-06	7.9571e-06	923.204
10	7.9571e-06	1.03592e-05	449.356
11	1.03592e-05	1.34229e-05	370.861
12	1.34229e-05	1.73301e-05	590.825
13	1.73301e-05	2.23134e-05	1343.81
14	2.23134e-05	2.86689e-05	3094.34
15	2.86689e-05	3.67745e-05	6190.94
16	3.67745e-05	4.71121e-05	10163.5
17	4.71121e-05	6.02965e-05	13182.1
18	6.02965e-05	7.71115e-05	13468.7
19	7.71115e-05	9.85569e-05	11910.6
20	9.85569e-05	0.000125908	10352.3
21	0.000125908	0.00016079	9262.85
22	0.00016079	0.000205279	8378.86
23	0.000205279	0.000262018	7443.38
24	0.000262018	0.000334382	6291.54
25	0.000334382	0.000426672	5005.56
26	0.000426672	0.000544378	3884.29
27	0.000544378	0.000694495	2462.54
28	0.000694495	0.000885952	2462.54
29	0.000885952	0.00113013	1291.85
30	0.00113013	0.00144155	1291.85
31	0.00144155	inf	1291.85
