time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.24926e-07	7.65176
1	2.24926e-07	5.11791e-07	7.65176
2	5.11791e-07	8.77651e-07	7.65179
3	8.77651e-07	1.34426e-06	7.65177
4	1.34426e-06	1.93936e-06	18.3574
5	1.93936e-06	2.69833e-06	339.491
6	2.69833e-06	3.66631e-06	1866.23
7	3.66631e-06	4.90083e-06	3716.34
8	4.90083e-06	6.47532e-06	3257.86
9	6.47532e-06	8.48337e-06	1674.54
10	8.48337e-06	1.10444e-05	777.852
11	1.10444e-05	1.43106e-05	516.189
12	1.43106e-05	1.84763e-05	591.598
13	1.84763e-05	2.37892e-05	1015.37
14	2.37892e-05	3.0565e-05	2164.76
15	3.0565e-05	3.92067e-05	4594.92
16	3.92067e-05	5.02281e-05	8137.86
17	5.02281e-05	6.42844e-05	11528.1
18	6.42844e-05	8.22116e-05	13203.6
19	8.22116e-05	0.000105075	12270.7
20	0.000105075	0.000134235	10128.2
21	0.000134235	0.000171425	8486.68
22	0.000171425	0.000218856	7576.08
23	0.000218856	0.000279348	7040.99
24	0.000279348	0.000356497	6329.49
25	0.000356497	0.000454892	5281.38
26	0.000454892	0.000580382	4073.87
27	0.000580382	0.000740428	2503
28	0.000740428	0.000944547	2503
29	0.000944547	0.00120488	1714.99
30	0.00120488	0.00153689	1714.99
31	0.00153689	inf	1714.99
