time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.95908e-07	8.78517
1	1.95908e-07	4.45763e-07	8.78517
2	4.45763e-07	7.64422e-07	8.78517
3	7.64422e-07	1.17083e-06	8.78517
4	1.17083e-06	1.68915e-06	8.78523
5	1.68915e-06	2.35021e-06	60.0383
6	2.35021e-06	3.1933e-06	684.607
7	3.1933e-06	4.26856e-06	2329.42
8	4.26856e-06	5.63991e-06	2845.95
9	5.63991e-06	7.3889e-06	1824.89
10	7.3889e-06	9.61951e-06	1073.32
11	9.61951e-06	1.24644e-05	941.498
12	1.24644e-05	1.60926e-05	1396.68
13	1.60926e-05	2.072e-05	2807.68
14	2.072e-05	2.66217e-05	5801.04
15	2.66217e-05	3.41485e-05	10582.5
16	3.41485e-05	4.37479e-05	15859.1
17	4.37479e-05	5.59909e-05	18163.7
18	5.59909e-05	7.16051e-05	15930.4
19	7.16051e-05	9.15192e-05	12379.7
20	9.15192e-05	0.000116917	9875.08
21	0.000116917	0.000149309	8398.38
22	0.000149309	0.00019062	7362.9
23	0.00019062	0.000243308	6371.71
24	0.000243308	0.000310504	5216.36
25	0.000310504	0.000396205	3957.03
26	0.000396205	0.000505505	2844.36
27	0.000505505	0.000644903	1679.89
28	0.000644903	0.000822688	1679.89
29	0.000822688	0.00104943	1067.2
30	0.00104943	0.00133861	1067.2
31	0.00133861	inf	1067.2
