time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.08046e-07	8.27259
1	2.08046e-07	4.73383e-07	8.27259
2	4.73383e-07	8.11786e-07	8.27262
3	8.11786e-07	1.24338e-06	8.27262
4	1.24338e-06	1.79382e-06	23.9797
5	1.79382e-06	2.49583e-06	387.114
6	2.49583e-06	3.39116e-06	1734.01
7	3.39116e-06	4.53304e-06	2787.85
8	4.53304e-06	5.98937e-06	2171.94
9	5.98937e-06	7.84672e-06	1196.18
10	7.84672e-06	1.02155e-05	703.485
11	1.02155e-05	1.32367e-05	614.138
12	1.32367e-05	1.70898e-05	884.655
13	1.70898e-05	2.20039e-05	1809.95
14	2.20039e-05	2.82712e-05	4063.27
15	2.82712e-05	3.62643e-05	8211.38
16	3.62643e-05	4.64586e-05	13508.1
17	4.64586e-05	5.94601e-05	16858
18	5.94601e-05	7.60419e-05	15301.5
19	7.60419e-05	9.71898e-05	11658.7
20	9.71898e-05	0.000124161	9307.86
21	0.000124161	0.00015856	8201.11
22	0.00015856	0.000202431	7346.61
23	0.000202431	0.000258383	6297.32
24	0.000258383	0.000329743	5178.45
25	0.000329743	0.000420754	4086.07
26	0.000420754	0.000536826	3106.15
27	0.000536826	0.000684862	1965.13
28	0.000684862	0.000873662	1965.13
29	0.000873662	0.00111445	1525.57
30	0.00111445	0.00142155	1525.57
31	0.00142155	inf	1525.57
