time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.28812e-07	7.52183
1	2.28812e-07	5.20632e-07	7.52183
2	5.20632e-07	8.92812e-07	7.52185
3	8.92812e-07	1.36748e-06	7.52183
4	1.36748e-06	1.97286e-06	12.224
5	1.97286e-06	2.74494e-06	358.359
6	2.74494e-06	3.72964e-06	2043.43
7	3.72964e-06	4.98549e-06	3015.25
8	4.98549e-06	6.58717e-06	1751.53
9	6.58717e-06	8.62991e-06	745.899
10	8.62991e-06	1.12352e-05	446.077
11	1.12352e-05	1.45578e-05	529.824
12	1.45578e-05	1.87955e-05	1098.42
13	1.87955e-05	2.42001e-05	2759.32
14	2.42001e-05	3.10929e-05	6379.83
15	3.10929e-05	3.98839e-05	11900.9
16	3.98839e-05	5.10957e-05	16421.3
17	5.10957e-05	6.53949e-05	15969.7
18	6.53949e-05	8.36317e-05	12270.6
19	8.36317e-05	0.00010689	9055.71
20	0.00010689	0.000136554	7256.86
21	0.000136554	0.000174386	6314.05
22	0.000174386	0.000222636	5591.58
23	0.000222636	0.000284173	4798.8
24	0.000284173	0.000362655	4005.62
25	0.000362655	0.00046275	3370.46
26	0.00046275	0.000590407	2968.06
27	0.000590407	0.000753218	4111.19
28	0.000753218	0.000960863	4111.19
29	0.000960863	0.00122569	7.52183
30	0.00122569	0.00156344	7.52183
31	0.00156344	inf	7.52183
