time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.1048e-07	8.17694
1	2.1048e-07	4.7892e-07	8.17694
2	4.7892e-07	8.21282e-07	8.17697
3	8.21282e-07	1.25792e-06	8.17699
4	1.25792e-06	1.8148e-06	8.17695
5	1.8148e-06	2.52502e-06	100.638
6	2.52502e-06	3.43083e-06	763.275
7	3.43083e-06	4.58606e-06	2167.81
8	4.58606e-06	6.05942e-06	2830.64
9	6.05942e-06	7.93851e-06	2101.18
10	7.93851e-06	1.0335e-05	1175.8
11	1.0335e-05	1.33915e-05	763.522
12	1.33915e-05	1.72896e-05	863.066
13	1.72896e-05	2.22612e-05	1697.87
14	2.22612e-05	2.86019e-05	4035.17
15	2.86019e-05	3.66885e-05	8497.68
16	3.66885e-05	4.7002e-05	14005.7
17	4.7002e-05	6.01556e-05	16814.7
18	6.01556e-05	7.69313e-05	14684.8
19	7.69313e-05	9.83266e-05	11259.9
20	9.83266e-05	0.000125614	9210.06
21	0.000125614	0.000160415	8188.34
22	0.000160415	0.000204799	7294.69
23	0.000204799	0.000261406	6194.35
24	0.000261406	0.0003336	5095.64
25	0.0003336	0.000425675	4062.42
26	0.000425675	0.000543105	3031.48
27	0.000543105	0.000692872	1783.7
28	0.000692872	0.000883881	1783.7
29	0.000883881	0.00112749	1494.82
30	0.00112749	0.00143818	1494.82
31	0.00143818	inf	1494.82
