time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	3.058525e-08	1.22341e-07	22107.4358579	9.88626	1090034.83469
1	1.22341e-07	2.68357e-07	646537.069673	751.714	1693409.27313
2	2.68357e-07	4.42629e-07	892361.260171	350329.0	4783.41865113
3	4.42629e-07	6.50625e-07	402940.533574	1438130.0	13.3099688831
4	6.50625e-07	8.9887e-07	1436.81665085	136.955	13.3099003442
5	8.9887e-07	1.19515e-06	183.689703694	136.955	13.3099
6	1.19515e-06	1.54877e-06	14.3864	9.88592	13.3099
7	1.54877e-06	1.97082e-06	14.3864	9.88592	13.3099
8	1.97082e-06	2.47454e-06	14.3864	9.88591	13.3099
9	2.47454e-06	3.07574e-06	14.3864	9.88591	13.3099
10	3.07574e-06	3.79328e-06	14.3864	9.88591	13.3099
11	3.79328e-06	4.64967e-06	14.6792576146	9.88591	13.3099
12	4.64967e-06	5.67178e-06	30.6032057868	9.88591	50.2207667389
13	5.67178e-06	6.89168e-06	48.7034203948	9.88591	136.512696004
14	6.89168e-06	8.34765e-06	608.447259245	9.88591	526.693951939
15	8.34765e-06	1.00854e-05	970.429621369	9.88591	1530.8477191
16	1.00854e-05	1.21594e-05	3254.72550188	9.88591	2737.88552622
17	1.21594e-05	1.46347e-05	4976.36	9.88591	6421.50490405
18	1.46347e-05	1.7589e-05	7621.80251276	196.175	7892.35055952
19	1.7589e-05	2.11151e-05	10347.8	196.175	12882.9394305
20	2.11151e-05	2.53235e-05	12309.7229097	1757.47	13968.7659679
21	2.53235e-05	3.03462e-05	15223.9700873	1757.47	16599.1437587
22	3.03462e-05	3.63409e-05	16520.9094098	6720.4	17181.03854
23	3.63409e-05	4.34957e-05	19241.9893646	6720.4	17594.0429611
24	4.34957e-05	5.2035e-05	19375.0487674	13633.4	17694.354106
25	5.2035e-05	6.22268e-05	19404.040637	13633.4	17052.6506855
26	6.22268e-05	7.43909e-05	18979.3576363	17023.9	16728.7319222
27	7.43909e-05	8.89088e-05	16816.836618	17023.9	15155.0415893
28	8.89088e-05	0.000106236	16129.9505995	15035.4	13994.5
29	0.000106236	0.000126917	13336.6153278	15035.4	12421.1086044
30	0.000126917	0.000151599	12441.5749	10850.7	10523.2565609
31	0.000151599	0.000181058	10090.3353728	10850.7	9703.38883537
32	0.000181058	0.000216217	7906.80784093	7523.71	7754.99523459
33	0.000216217	0.00025818	6441.91751461	7523.71	6457.64238556
34	0.00025818	0.000308263	5340.0887622	5484.25	5287.56895937
35	0.000308263	0.000368039	4544.89479124	4332.87	4292.33633574
36	0.000368039	0.000439381	4020.14309511	3335.07	3522.26458881
37	0.000439381	0.000524529	3810.25039584	2542.12	2988.030463
38	0.000524529	0.000626155	4152.17251956	1963.0	2719.97568324
39	0.000626155	0.000747446	8048.2256249	1596.23	2879.17287559
40	0.000747446	0.000892209	16860.2030994	1469.31	7.62585686461e+45
41	0.000892209	0.00106499	15644.446751	1736.35	2.40361052791e+47
42	0.00106499	0.0012712	13169.3044748	3710.08	6.22240569211e+47
43	0.0012712	0.0050848	2002.38977476	3.12376e+65	2.59334100334e+48
