time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	2.697475e-08	1.07899e-07	9103.2143837	11.2096	30402.6252085
1	1.07899e-07	2.36678e-07	455300.251433	434.465	1239728.23786
2	2.36678e-07	3.90377e-07	970704.624865	198615.0	1223281.72393
3	3.90377e-07	5.73818e-07	668530.03283	1714610.0	2092.19646352
4	5.73818e-07	7.92758e-07	27713.1534374	10054.3	193.922059337
5	7.92758e-07	1.05407e-06	728.509551653	10054.3	13.7572
6	1.05407e-06	1.36594e-06	14.3668	11.2092	13.7572
7	1.36594e-06	1.73817e-06	14.3668	11.2092	13.7572
8	1.73817e-06	2.18242e-06	14.3668	11.2092	13.7572
9	2.18242e-06	2.71265e-06	14.3668	11.2092	13.7572
10	2.71265e-06	3.34548e-06	14.3668	11.2092	13.7572
11	3.34548e-06	4.10077e-06	14.3668	11.2092	13.7572
12	4.10077e-06	5.00222e-06	17.8464680934	11.2092	14.5678505868
13	5.00222e-06	6.07811e-06	37.4191586584	11.2092	27.2771744046
14	6.07811e-06	7.36221e-06	147.127103791	11.2092	50.351832126
15	7.36221e-06	8.89479e-06	834.132517173	11.2092	431.717996571
16	8.89479e-06	1.07239e-05	1309.10630742	46.0127	650.829780539
17	1.07239e-05	1.29071e-05	4268.36414477	46.0127	2691.66034012
18	1.29071e-05	1.55126e-05	5305.11722328	565.513	3870.3678856
19	1.55126e-05	1.86224e-05	9048.77854683	565.513	8153.15943879
20	1.86224e-05	2.2334e-05	10503.6480259	3321.42	11539.8
21	2.2334e-05	2.67638e-05	13651.9560549	3321.42	15590.0787027
22	2.67638e-05	3.20509e-05	15298.5693578	10724.6	20456.5960645
23	3.20509e-05	3.8361e-05	17585.4225446	10724.6	21770.4584758
24	3.8361e-05	4.58923e-05	19359.5	20455.7	24120.4505985
25	4.58923e-05	5.48809e-05	19391.29164	20455.7	23240.9163372
26	5.48809e-05	6.5609e-05	19430.7158405	21580.0	20594.5930024
27	6.5609e-05	7.84131e-05	18454.4891129	21580.0	19369.8215428
28	7.84131e-05	9.36949e-05	16555.6295123	15416.9	14946.5233977
29	9.36949e-05	0.000111934	15571.9428477	15416.9	13830.3713008
30	0.000111934	0.000133703	12821.2312601	10343.8	10275.866839
31	0.000133703	0.000159684	12062.6061614	10343.8	9295.70833636
32	0.000159684	0.000190692	9342.11843753	6763.55	7312.98605366
33	0.000190692	0.000227702	7455.27136746	6763.55	5608.20744729
34	0.000227702	0.000271873	6075.77607614	4585.26	4390.14786982
35	0.000271873	0.000324591	5051.37043218	3487.69	3397.31346393
36	0.000324591	0.000387512	4332.26298247	2612.86	2652.22530145
37	0.000387512	0.000462608	3894.31131287	1965.1	2152.25760998
38	0.000462608	0.000552237	3799.75461675	1533.78	1909.93941745
39	0.000552237	0.00065921	4380.02885524	1310.72	2018.43326867
40	0.00065921	0.000786883	11457.9735033	1319.73	3214.62130743
41	0.000786883	0.000939263	17983.5887898	1741.21	2.08691916043e+67
42	0.000939263	0.00112113	15722.688007	4187.13	1.08268040038e+68
43	0.00112113	0.00448452	2958.07516502	4.3471e+80	6.47869005859e+68
