time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.16382e-07	7.95396
1	2.16382e-07	4.9235e-07	7.95396
2	4.9235e-07	8.44312e-07	7.95392
3	8.44312e-07	1.29319e-06	7.95391
4	1.29319e-06	1.86569e-06	14.1537
5	1.86569e-06	2.59583e-06	285.691
6	2.59583e-06	3.52703e-06	1574.44
7	3.52703e-06	4.71467e-06	2945.38
8	4.71467e-06	6.22934e-06	2349.73
9	6.22934e-06	8.16112e-06	1132.88
10	8.16112e-06	1.06249e-05	548.823
11	1.06249e-05	1.3767e-05	437.335
12	1.3767e-05	1.77745e-05	677.703
13	1.77745e-05	2.28855e-05	1617.09
14	2.28855e-05	2.94039e-05	4170.67
15	2.94039e-05	3.77173e-05	9176.97
16	3.77173e-05	4.83201e-05	15118.7
17	4.83201e-05	6.18425e-05	16860.5
18	6.18425e-05	7.90886e-05	13719
19	7.90886e-05	0.000101084	10518.2
20	0.000101084	0.000129136	8762.64
21	0.000129136	0.000164913	7795.6
22	0.000164913	0.000210542	6853.06
23	0.000210542	0.000268736	5748.4
24	0.000268736	0.000342955	4597.41
25	0.000342955	0.000437612	3452.97
26	0.000437612	0.000558335	2437.02
27	0.000558335	0.000712302	1528.2
28	0.000712302	0.000908667	1528.2
29	0.000908667	0.00115911	2057.25
30	0.00115911	0.00147851	2057.25
31	0.00147851	inf	2057.25
