time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.02788e-07	8.48711
1	2.02788e-07	4.61418e-07	8.48711
2	4.61418e-07	7.91267e-07	8.48711
3	7.91267e-07	1.21195e-06	8.48712
4	1.21195e-06	1.74847e-06	14.6202
5	1.74847e-06	2.43274e-06	296.103
6	2.43274e-06	3.30545e-06	1600.47
7	3.30545e-06	4.41846e-06	2935.98
8	4.41846e-06	5.83798e-06	2422.3
9	5.83798e-06	7.64839e-06	1342.42
10	7.64839e-06	9.95733e-06	811.983
11	9.95733e-06	1.29021e-05	783.211
12	1.29021e-05	1.66578e-05	1268.35
13	1.66578e-05	2.14477e-05	2686.29
14	2.14477e-05	2.75566e-05	5667.35
15	2.75566e-05	3.53477e-05	10372.5
16	3.53477e-05	4.52843e-05	15420.6
17	4.52843e-05	5.79572e-05	17339.6
18	5.79572e-05	7.41198e-05	14959.7
19	7.41198e-05	9.47332e-05	11731.8
20	9.47332e-05	0.000121023	9549.69
21	0.000121023	0.000154552	8205.01
22	0.000154552	0.000197315	7108.22
23	0.000197315	0.000251852	5889.77
24	0.000251852	0.000321409	4604.83
25	0.000321409	0.000410119	3441.49
26	0.000410119	0.000523257	2501.62
27	0.000523257	0.000667551	1632.85
28	0.000667551	0.000851579	1632.85
29	0.000851579	0.00108628	1906.77
30	0.00108628	0.00138562	1906.77
31	0.00138562	inf	1906.77
