time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.16327e-07	7.95592
1	2.16327e-07	4.92226e-07	7.95592
2	4.92226e-07	8.44099e-07	7.95593
3	8.44099e-07	1.29287e-06	7.95592
4	1.29287e-06	1.86522e-06	7.95592
5	1.86522e-06	2.59517e-06	20.1496
6	2.59517e-06	3.52614e-06	332.938
7	3.52614e-06	4.71348e-06	1947.51
8	4.71348e-06	6.22777e-06	4627.29
9	6.22777e-06	8.15905e-06	4931.98
10	8.15905e-06	1.06222e-05	2576.33
11	1.06222e-05	1.37636e-05	886.588
12	1.37636e-05	1.777e-05	388.113
13	1.777e-05	2.28797e-05	380.961
14	2.28797e-05	2.93965e-05	763.632
15	2.93965e-05	3.77078e-05	1930.78
16	3.77078e-05	4.83078e-05	4336.04
17	4.83078e-05	6.18269e-05	7948.78
18	6.18269e-05	7.90686e-05	12207.2
19	7.90686e-05	0.000101058	15397.5
20	0.000101058	0.000129103	14780.9
21	0.000129103	0.000164871	11687.1
22	0.000164871	0.000210489	7780.2
23	0.000210489	0.000268668	7780.2
24	0.000268668	0.000342868	7780.2
25	0.000342868	0.000437501	7780.2
26	0.000437501	0.000558194	7780.2
27	0.000558194	0.000712122	2809.39
28	0.000712122	0.000908437	2809.39
29	0.000908437	0.00115881	2809.39
30	0.00115881	0.00147814	2809.39
31	0.00147814	inf	2809.39
