time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.26607e-07	7.59501
1	2.26607e-07	5.15616e-07	7.59501
2	5.15616e-07	8.84211e-07	7.59503
3	8.84211e-07	1.35431e-06	7.595
4	1.35431e-06	1.95385e-06	17.5476
5	1.95385e-06	2.7185e-06	306.638
6	2.7185e-06	3.69371e-06	1597.68
7	3.69371e-06	4.93746e-06	2977.08
8	4.93746e-06	6.52372e-06	2411.63
9	6.52372e-06	8.54678e-06	1180.46
10	8.54678e-06	1.11269e-05	570.508
11	1.11269e-05	1.44176e-05	428.862
12	1.44176e-05	1.86144e-05	554.663
13	1.86144e-05	2.3967e-05	1011.84
14	2.3967e-05	3.07934e-05	2208.61
15	3.07934e-05	3.94997e-05	4715.05
16	3.94997e-05	5.06035e-05	8301.41
17	5.06035e-05	6.47649e-05	11639.5
18	6.47649e-05	8.2826e-05	13183.5
19	8.2826e-05	0.000105861	12124.5
20	0.000105861	0.000135239	9979.22
21	0.000135239	0.000172706	8397.45
22	0.000172706	0.000220491	7502.12
23	0.000220491	0.000281435	6909.54
24	0.000281435	0.000359162	6115.03
25	0.000359162	0.000458292	4988.43
26	0.000458292	0.00058472	3800.64
27	0.00058472	0.000745962	2401.84
28	0.000745962	0.000951607	2401.84
29	0.000951607	0.00121388	2253.98
30	0.00121388	0.00154838	2253.98
31	0.00154838	inf	2253.98
