time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	2.564425e-08	1.02577e-07	1738810.48347	11.7911	22395.0027126
1	1.02577e-07	2.25004e-07	1636605.98738	29.728	1245154.51515
2	2.25004e-07	3.71122e-07	17939.2695699	74405.4	1399045.6043
3	3.71122e-07	5.45515e-07	219.416706505	1963950.0	7359.34259742
4	5.45515e-07	7.53657e-07	24.084199345	15607.9	460.351723553
5	7.53657e-07	1.00208e-06	15.0217461773	15607.9	14.7834
6	1.00208e-06	1.29857e-06	15.0217	11.7907	14.7834
7	1.29857e-06	1.65243e-06	15.0217	11.7907	14.7834
8	1.65243e-06	2.07478e-06	15.0217	11.7907	14.7834
9	2.07478e-06	2.57885e-06	15.0217	11.7907	14.7834
10	2.57885e-06	3.18047e-06	15.0217	11.7907	14.7834
11	3.18047e-06	3.89851e-06	15.0217	11.7907	14.7834
12	3.89851e-06	4.75549e-06	50.0674037841	11.7907	14.8571951998
13	4.75549e-06	5.77832e-06	270.702693052	11.7907	15.5170561005
14	5.77832e-06	6.99908e-06	548.716139155	11.7907	41.8524094738
15	6.99908e-06	8.45606e-06	2297.46687842	11.7907	322.892793664
16	8.45606e-06	1.0195e-05	3250.16407395	22.7626	523.894180554
17	1.0195e-05	1.22704e-05	8954.44015211	22.7626	2391.52240024
18	1.22704e-05	1.47475e-05	11105.8862925	326.251	3263.97074886
19	1.47475e-05	1.77039e-05	19416.7700338	326.251	7981.70592782
20	1.77039e-05	2.12324e-05	22829.636688	2483.76	10538.9541003
21	2.12324e-05	2.54437e-05	26504.7169904	2483.76	15999.6311289
22	2.54437e-05	3.047e-05	28607.1939292	9744.73	20241.9
23	3.047e-05	3.64689e-05	26262.0894488	9744.73	22773.2946124
24	3.64689e-05	4.36287e-05	24203.2	20541.4	25852.094963
25	4.36287e-05	5.2174e-05	21548.1542379	20541.4	24914.714107
26	5.2174e-05	6.23729e-05	17838.253676	22971.6	23116.3930742
27	6.23729e-05	7.45455e-05	16304.497298	22971.6	21501.6125807
28	7.45455e-05	8.90735e-05	13088.5644059	16886.2	17004.8055825
29	8.90735e-05	0.000106413	12148.1448483	16886.2	15778.7177213
30	0.000106413	0.000127108	9491.44131179	11718.4	11851.6380143
31	0.000127108	0.000151807	8905.05251115	11718.4	10962.6938216
32	0.000151807	0.000181287	7061.88135514	8101.61	8543.76183644
33	0.000181287	0.000216471	5727.05888358	8101.61	6664.21621371
34	0.000216471	0.000258463	4650.81828609	5648.36	5194.91543305
35	0.000258463	0.000308581	3757.87175322	4328.13	3981.17728663
36	0.000308581	0.000368398	3085.67338571	3245.61	3059.07417787
37	0.000368398	0.000439791	2652.73140979	2432.2	2433.33395065
38	0.000439791	0.000524999	2503.2226499	1893.78	2118.44427363
39	0.000524999	0.000626695	2828.49669406	1624.65	2216.8950422
40	0.000626695	0.000748071	5206.89099511	1657.36	3704.3256259
41	0.000748071	0.000892935	4.74848403315e+66	2250.37	4.37837707979e+86
42	0.000892935	0.00106583	1.73185501426e+67	6101.34	1.83237396221e+87
43	0.00106583	0.00426332	8.83785537948e+67	8.18253e+65	9.97897668131e+87
