time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.05803e-07	8.36276
1	2.05803e-07	4.6828e-07	8.36276
2	4.6828e-07	8.03035e-07	8.36276
3	8.03035e-07	1.22997e-06	8.36278
4	1.22997e-06	1.77448e-06	8.36277
5	1.77448e-06	2.46892e-06	143.439
6	2.46892e-06	3.3546e-06	1146.76
7	3.3546e-06	4.48417e-06	2885.26
8	4.48417e-06	5.9248e-06	2977.44
9	5.9248e-06	7.76213e-06	1793.07
10	7.76213e-06	1.01054e-05	962.546
11	1.01054e-05	1.3094e-05	693.986
12	1.3094e-05	1.69055e-05	857.344
13	1.69055e-05	2.17666e-05	1707.72
14	2.17666e-05	2.79664e-05	4050.23
15	2.79664e-05	3.58734e-05	8664.73
16	3.58734e-05	4.59578e-05	14590.8
17	4.59578e-05	5.88191e-05	17546.2
18	5.88191e-05	7.52221e-05	15020.3
19	7.52221e-05	9.6142e-05	11435
20	9.6142e-05	0.000122823	9321.02
21	0.000122823	0.000156851	8254.94
22	0.000156851	0.000200249	7392.39
23	0.000200249	0.000255598	6325.73
24	0.000255598	0.000326188	5154.89
25	0.000326188	0.000416218	4005.32
26	0.000416218	0.000531039	2969.31
27	0.000531039	0.000677478	1828.34
28	0.000677478	0.000864243	1828.34
29	0.000864243	0.00110244	2151.99
30	0.00110244	0.00140623	2151.99
31	0.00140623	inf	2151.99
