time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.04693e-07	8.40812
1	2.04693e-07	4.65752e-07	8.40812
2	4.65752e-07	7.98701e-07	8.40813
3	7.98701e-07	1.22333e-06	8.40815
4	1.22333e-06	1.7649e-06	8.40814
5	1.7649e-06	2.4556e-06	17.6723
6	2.4556e-06	3.3365e-06	328.774
7	3.3365e-06	4.45997e-06	1830.14
8	4.45997e-06	5.89282e-06	3405.38
9	5.89282e-06	7.72024e-06	2573.95
10	7.72024e-06	1.00509e-05	1182.59
11	1.00509e-05	1.30233e-05	628.159
12	1.30233e-05	1.68143e-05	662.72
13	1.68143e-05	2.16492e-05	1361.83
14	2.16492e-05	2.78155e-05	3508.2
15	2.78155e-05	3.56798e-05	8008.61
16	3.56798e-05	4.57097e-05	14260.7
17	4.57097e-05	5.85016e-05	18086.4
18	5.85016e-05	7.48161e-05	15822.4
19	7.48161e-05	9.56232e-05	11743.3
20	9.56232e-05	0.00012216	9274.99
21	0.00012216	0.000156004	8210.78
22	0.000156004	0.000199168	7565.67
23	0.000199168	0.000254218	6639.03
24	0.000254218	0.000324428	5427.62
25	0.000324428	0.000413972	4209.74
26	0.000413972	0.000528173	3114.72
27	0.000528173	0.000673822	1879.06
28	0.000673822	0.000859579	1879.06
29	0.000859579	0.00109649	1393.83
30	0.00109649	0.00139864	1393.83
31	0.00139864	inf	1393.83
