time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.49766e-07	6.89082
1	2.49766e-07	5.6831e-07	6.89082
2	5.6831e-07	9.74574e-07	6.89081
3	9.74574e-07	1.49271e-06	10.4612
4	1.49271e-06	2.15353e-06	287.719
5	2.15353e-06	2.99632e-06	1597.07
6	2.99632e-06	4.07119e-06	2660.99
7	4.07119e-06	5.44205e-06	1886.83
8	5.44205e-06	7.19041e-06	853.71
9	7.19041e-06	9.42022e-06	389.933
10	9.42022e-06	1.22641e-05	267.606
11	1.22641e-05	1.5891e-05	326.238
12	1.5891e-05	2.05168e-05	633.006
13	2.05168e-05	2.64163e-05	1508.82
14	2.64163e-05	3.39404e-05	3486.32
15	3.39404e-05	4.35364e-05	6777.72
16	4.35364e-05	5.57749e-05	10429.1
17	5.57749e-05	7.13836e-05	12489.7
18	7.13836e-05	9.12905e-05	11858.5
19	9.12905e-05	0.000116679	9705.44
20	0.000116679	0.000149059	7752.55
21	0.000149059	0.000190356	6541.9
22	0.000190356	0.000243025	5904.85
23	0.000243025	0.000310197	5443.84
24	0.000310197	0.000395867	4771.02
25	0.000395867	0.000505127	3891.01
26	0.000505127	0.000644476	3071.07
27	0.000644476	0.000822197	2664.98
28	0.000822197	0.00104886	2664.98
29	0.00104886	0.00133793	12.8676
30	0.00133793	0.00170662	12.8676
31	0.00170662	inf	12.8676
