time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	2.17128e-08	8.68512e-08	64172.9253165	13.9289	25454.1742573
1	8.68512e-08	1.90509e-07	1893390.0535	3181.92	1558211.95491
2	1.90509e-07	3.14226e-07	854769.748056	959977.0	1594508.79459
3	3.14226e-07	4.61884e-07	154725.430019	1252850.0	9382.41783413
4	4.61884e-07	6.38116e-07	80.3934629843	27.2362	801.028023341
5	6.38116e-07	8.48451e-07	26.7743078846	27.2362	15.3031
6	8.48451e-07	1.09949e-06	20.4158	13.9256	15.3031
7	1.09949e-06	1.3991e-06	20.4158	13.9256	15.3031
8	1.3991e-06	1.7567e-06	20.4158	13.9256	15.3031
9	1.7567e-06	2.1835e-06	20.4158	13.9256	15.3031
10	2.1835e-06	2.69288e-06	20.4158	13.9256	15.3031
11	2.69288e-06	3.30084e-06	20.4158	13.9256	15.3031
12	3.30084e-06	4.02645e-06	20.4158	13.9256	15.3031
13	4.02645e-06	4.89247e-06	21.6903399467	13.9256	35.5823542505
14	4.89247e-06	5.92607e-06	69.9881828477	13.9256	88.8017354787
15	5.92607e-06	7.1597e-06	108.345394747	13.9256	335.093398154
16	7.1597e-06	8.63204e-06	1007.1281536	13.9256	1123.3305541
17	8.63204e-06	1.03893e-05	1605.4894429	13.9256	1905.92678569
18	1.03893e-05	1.24866e-05	4922.34160527	138.406	5036.43319311
19	1.24866e-05	1.49898e-05	7857.51	138.406	6359.77642194
20	1.49898e-05	1.79774e-05	12159.3146821	1617.8	12165.9295817
21	1.79774e-05	2.15431e-05	17715.9481937	1617.8	13957.9602841
22	2.15431e-05	2.57988e-05	20442.001493	7630.79	20211.4162142
23	2.57988e-05	3.0878e-05	25541.2280893	7630.79	22326.9685605
24	3.0878e-05	3.69401e-05	26362.3202442	18459.4	25288.3954171
25	3.69401e-05	4.41754e-05	28197.7610912	18459.4	26697.0440285
26	4.41754e-05	5.28107e-05	27744.1620108	25464.1	24975.3865315
27	5.28107e-05	6.31172e-05	25137.8802075	25464.1	23688.3
28	6.31172e-05	7.5418e-05	24161.9421525	21470.0	20685.3947427
29	7.5418e-05	9.00992e-05	19791.7980635	21470.0	17009.4671376
30	9.00992e-05	0.000107621	18545.7221905	14723.8	15250.2149093
31	0.000107621	0.000128534	15544.2322514	14723.8	11859.9124127
32	0.000128534	0.000153494	12874.3802661	9938.54	11107.9009259
33	0.000153494	0.000183284	10700.0598841	9938.54	8935.60912376
34	0.000183284	0.000218839	8605.76081863	6991.04	7538.57111999
35	0.000218839	0.000261274	6806.02408634	5339.06	6264.80952098
36	0.000261274	0.000311921	5505.96388524	3939.11	5117.52412125
37	0.000311921	0.000372368	4825.96180609	2894.61	4164.65870383
38	0.000372368	0.000444513	4938.51377628	2204.28	3418.32577713
39	0.000444513	0.000530619	7026.94457073	1826.01	2857.68026281
40	0.000530619	0.000633387	6.80501616967e+80	1771.31	2460.10143299
41	0.000633387	0.000756043	3.50283714088e+81	2256.82	2206.75649444
42	0.000756043	0.000902433	7.0067280535e+81	5105.86	2010.96251248
43	0.000902433	0.003609732	2.26074014423e+82	3.24295e+74	782.979646113
