time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	2.3048525e-08	9.21941e-08	85949.3449783	13.1198	7316.74273108
1	9.21941e-08	2.02229e-07	2039023.9833	32035.5	970829.42125
2	2.02229e-07	3.33557e-07	620837.518369	2605310.0	1739944.29629
3	3.33557e-07	4.90299e-07	98735.1079143	33357.9	189228.670323
4	4.90299e-07	6.77372e-07	66.1344795963	13.1186	362.172112816
5	6.77372e-07	9.00646e-07	21.7602614735	13.1186	16.8166315429
6	9.00646e-07	1.16713e-06	20.4122	13.1186	12.6436
7	1.16713e-06	1.48517e-06	20.4122	13.1186	12.6436
8	1.48517e-06	1.86477e-06	20.4122	13.1186	12.6436
9	1.86477e-06	2.31782e-06	20.4122	13.1186	12.6436
10	2.31782e-06	2.85854e-06	20.4122	13.1186	12.6436
11	2.85854e-06	3.5039e-06	20.4122	13.1186	12.6436
12	3.5039e-06	4.27414e-06	20.4122	13.1186	12.6436
13	4.27414e-06	5.19344e-06	30.5336874934	13.1186	12.7084704336
14	5.19344e-06	6.29063e-06	94.2437092918	13.1186	30.589083278
15	6.29063e-06	7.60014e-06	261.161364899	13.1186	45.7067
16	7.60014e-06	9.16306e-06	1423.95992801	17.1059	362.389013936
17	9.16306e-06	1.10284e-05	2122.88174703	17.1059	734.286967057
18	1.10284e-05	1.32548e-05	6666.04041459	398.492	1946.21278509
19	1.32548e-05	1.59119e-05	8394.1641288	398.492	3983.14475223
20	1.59119e-05	1.90833e-05	15077.5434563	2886.48	5858.30149852
21	1.90833e-05	2.28683e-05	17940.6962825	2886.48	10350.4637837
22	2.28683e-05	2.73858e-05	22808.0685845	9595.82	12004.22218
23	2.73858e-05	3.27776e-05	25717.8868503	9595.82	17132.6046875
24	3.27776e-05	3.92126e-05	27211.6817421	19411.4	18115.3888897
25	3.92126e-05	4.6893e-05	28580.0	19411.4	20405.6588121
26	4.6893e-05	5.60595e-05	27177.5481513	23472.6	20652.910735
27	5.60595e-05	6.7e-05	25136.7574208	23472.6	18575.5887436
28	6.7e-05	8.00575e-05	23199.946856	18297.1	17794.5545096
29	8.00575e-05	9.56419e-05	18904.7927331	18297.1	14721.654644
30	9.56419e-05	0.000114242	17761.6262588	12283.5	13191.5521369
31	0.000114242	0.000136442	14104.7529481	12283.5	10988.4960688
32	0.000136442	0.000162937	11641.8270547	8235.99	9265.72
33	0.000162937	0.000194559	9475.54326037	8235.99	8231.98987972
34	0.000194559	0.000232301	7534.29307232	6227.04	6430.48640895
35	0.000232301	0.000277347	5980.36358408	5303.95	5338.68684354
36	0.000277347	0.000331109	4934.38980597	4542.63	4418.27702487
37	0.000331109	0.000395275	4466.53599508	3944.29	3691.48681339
38	0.000395275	0.000471858	4775.04736338	3518.52	3173.02278611
39	0.000471858	0.000563261	7180.16930861	3327.21	2883.3858543
40	0.000563261	0.000672352	3.14030507043e+71	3523.11	2946.79476088
41	0.000672352	0.000802553	9.67749569173e+71	4633.28	4532.21058083
42	0.000802553	0.000957949	1.74796871746e+72	15977.9	13828.2330313
43	0.000957949	0.003831796	4.85499853095e+72	8.84895	5011.55998793
