time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.3284e-07	7.39172
1	2.3284e-07	5.29799e-07	7.39172
2	5.29799e-07	9.08531e-07	7.39171
3	9.08531e-07	1.39156e-06	7.39171
4	1.39156e-06	2.00759e-06	166.184
5	2.00759e-06	2.79327e-06	1325.18
6	2.79327e-06	3.79531e-06	2819.35
7	3.79531e-06	5.07327e-06	2136.76
8	5.07327e-06	6.70315e-06	860.241
9	6.70315e-06	8.78186e-06	324.341
10	8.78186e-06	1.1433e-05	205.657
11	1.1433e-05	1.48142e-05	287.76
12	1.48142e-05	1.91264e-05	716.639
13	1.91264e-05	2.46262e-05	2030.63
14	2.46262e-05	3.16404e-05	4791.92
15	3.16404e-05	4.05862e-05	8622.3
16	4.05862e-05	5.19953e-05	11993.3
17	5.19953e-05	6.65463e-05	13100.3
18	6.65463e-05	8.51042e-05	11756.7
19	8.51042e-05	0.000108772	9805.53
20	0.000108772	0.000138958	8365.52
21	0.000138958	0.000177457	7368.34
22	0.000177457	0.000226556	6594.8
23	0.000226556	0.000289176	5831.09
24	0.000289176	0.000369041	4931.35
25	0.000369041	0.000470897	3892.93
26	0.000470897	0.000600803	2854.39
27	0.000600803	0.00076648	1712.96
28	0.00076648	0.000977781	1712.96
29	0.000977781	0.00124727	311.95
30	0.00124727	0.00159097	311.95
31	0.00159097	inf	311.95
