time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	2.77335e-08	1.10934e-07	1851610.95107	10.9025	1210720.72213
1	1.10934e-07	2.43335e-07	1364415.99363	10.9031	1850131.69826
2	2.43335e-07	4.01357e-07	10107.6063035	45755.5	26696.9193678
3	4.01357e-07	5.89959e-07	176.688077368	2005270.0	13.5087859408
4	5.89959e-07	8.15057e-07	15.023	3088.54	13.5087064827
5	8.15057e-07	1.08371e-06	15.023	3088.54	13.5087
6	1.08371e-06	1.40436e-06	15.023	10.9025	13.5087
7	1.40436e-06	1.78706e-06	15.023	10.9025	13.5087
8	1.78706e-06	2.24381e-06	15.023	10.9025	13.5087
9	2.24381e-06	2.78895e-06	15.023	10.9025	13.5087
10	2.78895e-06	3.43958e-06	15.023	10.9025	13.5087059473
11	3.43958e-06	4.21612e-06	15.023	10.9025	13.5087787735
12	4.21612e-06	5.14292e-06	129.213435738	10.9025	17.697719934
13	5.14292e-06	6.24908e-06	308.241869157	10.9025	68.0955127895
14	6.24908e-06	7.56929e-06	1159.10568255	10.9025	148.447058936
15	7.56929e-06	9.14498e-06	2628.64691091	10.9025	1128.4996808
16	9.14498e-06	1.10256e-05	5092.27070482	10.9025	1616.10656286
17	1.10256e-05	1.32701e-05	10272.1694173	10.9025	4827.18672666
18	1.32701e-05	1.5949e-05	13478.6612132	229.575	6407.81854543
19	1.5949e-05	1.91462e-05	21977.3810403	229.575	9917.53969396
20	1.91462e-05	2.29622e-05	23717.5729876	2224.15	12239.6
21	2.29622e-05	2.75166e-05	28177.5832617	2224.15	14279.9460505
22	2.75166e-05	3.29524e-05	28201.1858095	8224.84	16299.5
23	3.29524e-05	3.94401e-05	24915.3265032	8224.84	17056.5954655
24	3.94401e-05	4.71831e-05	23808.3358513	16104.7	18214.1188461
25	4.71831e-05	5.64246e-05	19146.4436248	16104.7	17938.7867146
26	5.64246e-05	6.74544e-05	17556.1499043	19053.4	17252.9662156
27	6.74544e-05	8.06187e-05	14400.1926521	19053.4	16585.4728449
28	8.06187e-05	9.63304e-05	12864.0259858	15816.3	14318.8648804
29	9.63304e-05	0.000115082	10797.3769874	15816.3	13683.8100757
30	0.000115082	0.000137463	9245.65	11808.3	11465.2495517
31	0.000137463	0.000164175	8206.79658034	11808.3	10901.0803936
32	0.000164175	0.000196056	6421.04169025	8831.24	9474.34268625
33	0.000196056	0.000234106	5257.76674742	8831.24	8115.26822135
34	0.000234106	0.00027952	4262.31674702	6484.73	6868.29149193
35	0.00027952	0.000333722	3472.48802826	5049.75	5679.16152683
36	0.000333722	0.000398412	2910.3388481	3852.5	4651.15300991
37	0.000398412	0.000475621	2594.07230878	2950.61	3846.84086309
38	0.000475621	0.00056777	2605.52238527	2325.18	3328.18209178
39	0.00056777	0.000677752	3416.46944866	1975.07	3251.85228598
40	0.000677752	0.000809017	8.94243177831e+84	1949.84	4281.76491646
41	0.000809017	0.000965683	1.29376412646e+86	2494.2	4.94183359826e+64
42	0.000965683	0.00115267	3.05793327039e+86	5851.0	2.3242632492e+65
43	0.00115267	0.00461068	1.18125997741e+87	4.2075e+78	1.33215050248e+66
