time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.02621e-07	8.49407
1	2.02621e-07	4.6104e-07	8.49407
2	4.6104e-07	7.90619e-07	8.49407
3	7.90619e-07	1.21096e-06	8.49407
4	1.21096e-06	1.74704e-06	8.4941
5	1.74704e-06	2.43075e-06	8.49409
6	2.43075e-06	3.30274e-06	163.816
7	3.30274e-06	4.41484e-06	1117.64
8	4.41484e-06	5.83319e-06	2552.66
9	5.83319e-06	7.64212e-06	2323.27
10	7.64212e-06	9.94917e-06	1219.27
11	9.94917e-06	1.28915e-05	667.455
12	1.28915e-05	1.66441e-05	670.442
13	1.66441e-05	2.14301e-05	1338.07
14	2.14301e-05	2.7534e-05	3487.18
15	2.7534e-05	3.53187e-05	7995.66
16	3.53187e-05	4.52472e-05	14024.8
17	4.52472e-05	5.79097e-05	17809.5
18	5.79097e-05	7.40591e-05	16139
19	7.40591e-05	9.46556e-05	12354.4
20	9.46556e-05	0.000120924	9753.14
21	0.000120924	0.000154426	8457.86
22	0.000154426	0.000197153	7615.24
23	0.000197153	0.000251646	6639.65
24	0.000251646	0.000321145	5477.82
25	0.000321145	0.000409783	4257.69
26	0.000409783	0.000522828	3071.07
27	0.000522828	0.000667004	1727.82
28	0.000667004	0.000850881	1727.82
29	0.000850881	0.00108539	1319.94
30	0.00108539	0.00138448	1319.94
31	0.00138448	inf	1319.94
