time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.29999e-07	7.48301
1	2.29999e-07	5.23333e-07	7.48301
2	5.23333e-07	8.97443e-07	7.48304
3	8.97443e-07	1.37457e-06	7.48301
4	1.37457e-06	1.98309e-06	7.48302
5	1.98309e-06	2.75918e-06	33.1484
6	2.75918e-06	3.74899e-06	603.131
7	3.74899e-06	5.01135e-06	2498.64
8	5.01135e-06	6.62134e-06	3031.26
9	6.62134e-06	8.67468e-06	1697.96
10	8.67468e-06	1.12935e-05	787.433
11	1.12935e-05	1.46334e-05	492.004
12	1.46334e-05	1.8893e-05	521.45
13	1.8893e-05	2.43256e-05	921.668
14	2.43256e-05	3.12542e-05	2137.51
15	3.12542e-05	4.00908e-05	4745.13
16	4.00908e-05	5.13608e-05	8590.83
17	5.13608e-05	6.57341e-05	12109.2
18	6.57341e-05	8.40655e-05	13167.9
19	8.40655e-05	0.000107445	11578.2
20	0.000107445	0.000137262	9455.38
21	0.000137262	0.000175291	8144.16
22	0.000175291	0.000223791	7429.03
23	0.000223791	0.000285647	6808.22
24	0.000285647	0.000364537	6049.21
25	0.000364537	0.00046515	5276.81
26	0.00046515	0.00059347	4456.78
27	0.00059347	0.000757126	2809.2
28	0.000757126	0.000965848	2809.2
29	0.000965848	0.00123205	428.408
30	0.00123205	0.00157155	428.408
31	0.00157155	inf	428.408
