time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.06442e-07	8.33689
1	2.06442e-07	4.69732e-07	8.33689
2	4.69732e-07	8.05526e-07	8.3369
3	8.05526e-07	1.23379e-06	8.33692
4	1.23379e-06	1.77998e-06	10.4858
5	1.77998e-06	2.47658e-06	240.283
6	2.47658e-06	3.36501e-06	1523.36
7	3.36501e-06	4.49808e-06	3417.82
8	4.49808e-06	5.94317e-06	3421.31
9	5.94317e-06	7.78621e-06	2069.44
10	7.78621e-06	1.01368e-05	1117.1
11	1.01368e-05	1.31346e-05	801.447
12	1.31346e-05	1.69579e-05	955.832
13	1.69579e-05	2.18342e-05	1761.78
14	2.18342e-05	2.80531e-05	3859.3
15	2.80531e-05	3.59847e-05	7900.64
16	3.59847e-05	4.61003e-05	13284.8
17	4.61003e-05	5.90015e-05	16923
18	5.90015e-05	7.54554e-05	15526.4
19	7.54554e-05	9.64402e-05	11836.2
20	9.64402e-05	0.000123204	9428.36
21	0.000123204	0.000157337	8303.75
22	0.000157337	0.00020087	7456.61
23	0.00020087	0.000256391	6449.81
24	0.000256391	0.0003272	5391.74
25	0.0003272	0.000417509	4326.21
26	0.000417509	0.000532686	3337.61
27	0.000532686	0.00067958	2150.35
28	0.00067958	0.000866924	2150.35
29	0.000866924	0.00110586	1087.29
30	0.00110586	0.00141059	1087.29
31	0.00141059	inf	1087.29
