time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.18787e-07	7.86649
1	2.18787e-07	4.97822e-07	7.86649
2	4.97822e-07	8.53695e-07	7.86648
3	8.53695e-07	1.30757e-06	7.86649
4	1.30757e-06	1.88642e-06	7.86649
5	1.88642e-06	2.62468e-06	7.86649
6	2.62468e-06	3.56623e-06	91.9715
7	3.56623e-06	4.76706e-06	877.528
8	4.76706e-06	6.29857e-06	2418.72
9	6.29857e-06	8.25182e-06	2229.03
10	8.25182e-06	1.07429e-05	1118.87
11	1.07429e-05	1.392e-05	675.6
12	1.392e-05	1.7972e-05	819.954
13	1.7972e-05	2.31398e-05	1679.06
14	2.31398e-05	2.97307e-05	3706.11
15	2.97307e-05	3.81365e-05	6951.28
16	3.81365e-05	4.88571e-05	10594.2
17	4.88571e-05	6.25298e-05	13179
18	6.25298e-05	7.99676e-05	13508.7
19	7.99676e-05	0.000102207	11847.8
20	0.000102207	0.000130571	9714.27
21	0.000130571	0.000166746	8107.89
22	0.000166746	0.000212882	7100.73
23	0.000212882	0.000271723	6282.9
24	0.000271723	0.000346767	5270.9
25	0.000346767	0.000442475	4038.85
26	0.000442475	0.00056454	2903.62
27	0.00056454	0.000720218	1926.61
28	0.000720218	0.000918766	1926.61
29	0.000918766	0.00117199	2359.46
30	0.00117199	0.00149494	2359.46
31	0.00149494	inf	2359.46
